date,Region,mean_daily_site_volume,median_daily_site_volume,total_daily_site_volume,n_sites
2021-08-29,CCITY,13963.322033898305,11498.5,1647672,118
2021-08-29,DCC1,17872.454545454544,13842.0,1179582,66
2021-08-29,IRE,16566.149484536083,14410.0,3213833,194
2021-08-29,IRE3,16337.185185185184,15811.0,441104,27
2021-08-29,NCITY,13846.141414141413,12973.0,2741536,198
2021-08-29,SCITY,11861.86394557823,11971.0,1743694,147
2021-08-29,WCITY1,13219.741666666667,12675.5,1586369,120
2021-08-30,CCITY,16190.415254237289,13808.0,1910469,118
2021-08-30,DCC1,22239.60606060606,17648.0,1467814,66
2021-08-30,IRE,20111.350515463917,17631.0,3901602,194
2021-08-30,IRE3,19331.333333333332,19126.0,521946,27
2021-08-30,NCITY,16696.527918781725,14909.0,3289216,197
2021-08-30,SCITY,14007.340136054421,14386.0,2059079,147
2021-08-30,WCITY1,16296.941666666668,15636.0,1955633,120
2021-08-31,CCITY,16639.5593220339,14271.5,1963468,118
2021-08-31,DCC1,22331.196969696968,18257.5,1473859,66
2021-08-31,IRE,20683.89175257732,18181.5,4012675,194
2021-08-31,IRE3,19718.962962962964,19254.0,532412,27
2021-08-31,NCITY,17095.888324873096,15518.0,3367890,197
2021-08-31,SCITY,14787.442176870749,15099.0,2173754,147
2021-08-31,WCITY1,16825.916666666668,15504.5,2019110,120
2021-09-01,CCITY,16893.550847457627,14733.0,1993439,118
2021-09-01,DCC1,22958.060606060608,19018.0,1515232,66
2021-09-01,IRE,21250.97409326425,18436.0,4101438,193
2021-09-01,IRE3,19800.0,20614.0,534600,27
2021-09-01,NCITY,17465.324873096448,15727.0,3440669,197
2021-09-01,SCITY,15235.190476190477,15497.0,2239573,147
2021-09-01,WCITY1,16987.25,15785.5,2038470,120
2021-09-02,CCITY,17543.084745762713,15514.0,2070084,118
2021-09-02,DCC1,23577.39393939394,18627.5,1556108,66
2021-09-02,IRE,21479.041450777204,18551.0,4145455,193
2021-09-02,IRE3,20130.85185185185,19633.0,543533,27
2021-09-02,NCITY,17674.30964467005,15831.0,3481839,197
2021-09-02,SCITY,15673.0,16082.0,2303931,147
2021-09-02,WCITY1,17282.125,16149.5,2073855,120
2021-09-03,CCITY,18349.372881355932,16565.0,2165226,118
2021-09-03,DCC1,23972.60606060606,19034.5,1582192,66
2021-09-03,IRE,21569.512953367877,18821.0,4162916,193
2021-09-03,IRE3,20759.51851851852,20395.0,560507,27
2021-09-03,NCITY,18238.89847715736,16415.0,3593063,197
2021-09-03,SCITY,16069.619047619048,16231.0,2362234,147
2021-09-03,WCITY1,17455.55,16519.5,2094666,120
2021-09-04,CCITY,16983.008474576272,14385.5,2003995,118
2021-09-04,DCC1,20415.060606060608,16679.0,1347394,66
2021-09-04,IRE,18885.259067357514,16743.0,3644855,193
2021-09-04,IRE3,18965.814814814814,20097.0,512077,27
2021-09-04,NCITY,15873.680203045686,14420.0,3127115,197
2021-09-04,SCITY,14278.816326530612,15267.0,2098986,147
2021-09-04,WCITY1,15245.466666666667,14723.0,1829456,120
2021-09-05,CCITY,14729.0,12014.5,1738022,118
2021-09-05,DCC1,18731.439393939392,15401.5,1236275,66
2021-09-05,IRE,17035.865284974094,14582.0,3287922,193
2021-09-05,IRE3,16625.48148148148,16646.0,448888,27
2021-09-05,NCITY,14356.335025380711,13293.0,2828198,197
2021-09-05,SCITY,12494.401360544218,12828.0,1836677,147
2021-09-05,WCITY1,13795.075,13220.0,1655409,120
2021-09-06,CCITY,15942.974576271186,14024.0,1881271,118
2021-09-06,DCC1,21821.328358208953,18285.0,1462029,67
2021-09-06,IRE,20394.21243523316,17400.0,3936083,193
2021-09-06,IRE3,19223.25925925926,20329.0,519028,27
2021-09-06,NCITY,16992.70408163265,15742.0,3330570,196
2021-09-06,SCITY,14440.816326530612,14753.0,2122800,147
2021-09-06,WCITY1,16268.591666666667,15458.5,1952231,120
2021-09-07,CCITY,16901.584745762713,15220.0,1994387,118
2021-09-07,DCC1,22549.507462686568,19099.0,1510817,67
2021-09-07,IRE,21388.129533678755,18076.0,4127909,193
2021-09-07,IRE3,19560.925925925927,19465.0,528145,27
2021-09-07,NCITY,17496.01530612245,15979.0,3429219,196
2021-09-07,SCITY,15383.503401360544,15580.0,2261375,147
2021-09-07,WCITY1,17042.9,15994.0,2045148,120
2021-09-08,CCITY,17232.093220338982,15199.5,2033387,118
2021-09-08,DCC1,22671.432835820895,18906.0,1518986,67
2021-09-08,IRE,21356.694300518135,18270.0,4121842,193
2021-09-08,IRE3,20143.821428571428,20960.0,564027,28
2021-09-08,NCITY,17406.84263959391,15938.0,3429148,197
2021-09-08,SCITY,15554.061224489797,15521.0,2286447,147
2021-09-08,WCITY1,16916.966666666667,15920.0,2030036,120
2021-09-09,CCITY,17691.957627118645,15922.5,2087651,118
2021-09-09,DCC1,22939.298507462685,19518.0,1536933,67
2021-09-09,IRE,21360.371134020617,18153.0,4143912,194
2021-09-09,IRE3,19825.35714285714,20277.0,555110,28
2021-09-09,NCITY,17484.449494949495,16052.5,3461921,198
2021-09-09,SCITY,15725.836734693878,16192.0,2311698,147
2021-09-09,WCITY1,16990.675,16096.5,2038881,120
2021-09-10,CCITY,18105.79661016949,16581.0,2136484,118
2021-09-10,DCC1,23615.507462686568,19365.0,1582239,67
2021-09-10,IRE,21820.20618556701,19066.5,4233120,194
2021-09-10,IRE3,20930.821428571428,22378.5,586063,28
2021-09-10,NCITY,18301.888324873096,16543.0,3605472,197
2021-09-10,SCITY,16098.496598639456,16328.0,2366479,147
2021-09-10,WCITY1,17588.416666666668,16322.0,2110610,120
2021-09-11,CCITY,16857.033898305086,15262.0,1989130,118
2021-09-11,DCC1,20526.44776119403,16140.0,1375272,67
2021-09-11,IRE,18683.113402061856,16509.0,3624524,194
2021-09-11,IRE3,18836.714285714286,20119.0,527428,28
2021-09-11,NCITY,15794.756345177664,14498.0,3111567,197
2021-09-11,SCITY,14349.047945205479,15074.5,2094961,146
2021-09-11,WCITY1,15221.65,14934.5,1826598,120
2021-09-12,CCITY,14629.22033898305,12475.5,1726248,118
2021-09-12,DCC1,18628.34328358209,14139.0,1248099,67
2021-09-12,IRE,16677.938144329895,14370.5,3235520,194
2021-09-12,IRE3,16711.035714285714,17254.0,467909,28
2021-09-12,NCITY,14297.878172588833,13311.0,2816682,197
2021-09-12,SCITY,12624.452054794521,12733.0,1843170,146
2021-09-12,WCITY1,13908.141666666666,13003.5,1668977,120
2021-09-13,CCITY,16143.101694915254,14167.0,1904886,118
2021-09-13,DCC1,22103.4776119403,17040.0,1480933,67
2021-09-13,IRE,19959.350515463917,17405.5,3872114,194
2021-09-13,IRE3,19057.714285714286,20634.0,533616,28
2021-09-13,NCITY,16601.668341708544,15023.0,3303732,199
2021-09-13,SCITY,14462.639455782313,14805.0,2126008,147
2021-09-13,WCITY1,16324.425,15747.0,1958931,120
2021-09-14,CCITY,16666.127118644068,14708.0,1966603,118
2021-09-14,DCC1,22435.194029850747,18764.0,1503158,67
2021-09-14,IRE,20912.20618556701,17681.0,4056968,194
2021-09-14,IRE3,19449.571428571428,20233.0,544588,28
2021-09-14,NCITY,17054.623115577888,15899.0,3393870,199
2021-09-14,SCITY,15091.299319727892,15719.0,2218421,147
2021-09-14,WCITY1,16710.941666666666,15684.5,2005313,120
2021-09-15,CCITY,16907.762711864405,15120.5,1995116,118
2021-09-15,DCC1,22625.462686567163,17971.0,1515906,67
2021-09-15,IRE,21174.59793814433,18514.5,4107872,194
2021-09-15,IRE3,19750.39285714286,20818.0,553011,28
2021-09-15,NCITY,17407.683417085427,15786.0,3464129,199
2021-09-15,SCITY,15526.925170068027,15588.0,2282458,147
2021-09-15,WCITY1,16791.633333333335,15428.5,2014996,120
2021-09-16,CCITY,17565.898305084746,15944.0,2072776,118
2021-09-16,DCC1,22692.70588235294,18090.5,1543104,68
2021-09-16,IRE,21696.809278350516,18592.0,4209181,194
2021-09-16,IRE3,20631.071428571428,22167.0,577670,28
2021-09-16,NCITY,17896.904522613066,15980.0,3561484,199
2021-09-16,SCITY,15926.482993197278,16377.0,2341193,147
2021-09-16,WCITY1,17212.008333333335,16213.5,2065441,120
2021-09-17,CCITY,18141.20338983051,16578.5,2140662,118
2021-09-17,DCC1,23397.735294117647,17556.0,1591046,68
2021-09-17,IRE,21634.067010309278,18628.5,4197009,194
2021-09-17,IRE3,20865.89285714286,21805.0,584245,28
2021-09-17,NCITY,18149.668341708544,16387.0,3611784,199
2021-09-17,SCITY,16576.931972789116,16604.0,2436809,147
2021-09-17,WCITY1,17619.358333333334,16979.0,2114323,120
2021-09-18,CCITY,16159.694915254237,14149.5,1906844,118
2021-09-18,DCC1,20162.761194029852,15705.0,1350905,67
2021-09-18,IRE,19153.654639175256,16467.0,3715809,194
2021-09-18,IRE3,19091.35714285714,20147.0,534558,28
2021-09-18,NCITY,15755.24623115578,14735.0,3135294,199
2021-09-18,SCITY,14390.775510204081,14741.0,2115444,147
2021-09-18,WCITY1,15574.816666666668,14270.5,1868978,120
2021-09-19,CCITY,13930.957627118643,11923.5,1643853,118
2021-09-19,DCC1,18471.89552238806,14629.0,1237617,67
2021-09-19,IRE,17356.73575129534,14948.0,3349850,193
2021-09-19,IRE3,16983.39285714286,16827.5,475535,28
2021-09-19,NCITY,14286.557788944723,13453.0,2843025,199
2021-09-19,SCITY,12540.959183673469,12937.0,1843521,147
2021-09-19,WCITY1,13887.3,12669.5,1666476,120
2021-09-20,CCITY,16261.627118644068,14396.0,1918872,118
2021-09-20,DCC1,21925.194029850747,16837.0,1468988,67
2021-09-20,IRE,20091.213197969544,17164.0,3957969,197
2021-09-20,IRE3,18589.39285714286,19726.5,520503,28
2021-09-20,NCITY,16912.99497487437,15550.0,3365686,199
2021-09-20,SCITY,14628.42857142857,15384.0,2150379,147
2021-09-20,WCITY1,16606.45,15720.0,1992774,120
2021-09-21,CCITY,16455.542372881355,14764.0,1941754,118
2021-09-21,DCC1,22304.611940298506,17859.0,1494409,67
2021-09-21,IRE,20896.03092783505,17848.5,4053830,194
2021-09-21,IRE3,19312.714285714286,21193.5,540756,28
2021-09-21,NCITY,17144.090452261305,15995.0,3411674,199
2021-09-21,SCITY,15296.326530612245,15654.0,2248560,147
2021-09-21,WCITY1,17214.641666666666,15759.0,2065757,120
2021-09-22,CCITY,16890.64406779661,15304.0,1993096,118
2021-09-22,DCC1,22491.13432835821,17564.0,1506906,67
2021-09-22,IRE,20257.190243902438,17176.0,4152724,205
2021-09-22,IRE3,19848.64285714286,21600.0,555762,28
2021-09-22,NCITY,17461.0351758794,15998.0,3474746,199
2021-09-22,SCITY,15613.666666666666,15846.0,2295209,147
2021-09-22,WCITY1,17101.341666666667,16101.5,2052161,120
2021-09-23,CCITY,17791.898305084746,15728.5,2099444,118
2021-09-23,DCC1,22793.358208955226,17774.0,1527155,67
2021-09-23,IRE,21468.502564102564,18293.0,4186358,195
2021-09-23,IRE3,20428.10714285714,22202.5,571987,28
2021-09-23,NCITY,17754.577889447235,16102.0,3533161,199
2021-09-23,SCITY,15863.033783783783,16325.5,2347729,148
2021-09-23,WCITY1,17577.808333333334,16363.0,2109337,120
2021-09-24,CCITY,18066.56779661017,16298.5,2131855,118
2021-09-24,DCC1,23279.089552238805,17702.0,1559699,67
2021-09-24,IRE,21612.758974358974,18459.0,4214488,195
2021-09-24,IRE3,20834.75,22763.0,583373,28
2021-09-24,NCITY,18200.819095477385,16510.0,3621963,199
2021-09-24,SCITY,16291.802721088436,16827.0,2394895,147
2021-09-24,WCITY1,17713.975,16780.0,2125677,120
2021-09-25,CCITY,16313.305084745763,14328.0,1924970,118
2021-09-25,DCC1,19987.373134328358,15497.0,1339154,67
2021-09-25,IRE,19325.82051282051,16861.0,3768535,195
2021-09-25,IRE3,19318.0,20716.5,540904,28
2021-09-25,NCITY,15934.70351758794,15056.0,3171006,199
2021-09-25,SCITY,14508.721088435374,15132.0,2132782,147
2021-09-25,WCITY1,15335.633333333333,15087.5,1840276,120
2021-09-26,CCITY,14323.322033898305,11590.0,1690152,118
2021-09-26,DCC1,18472.5223880597,14332.0,1237659,67
2021-09-26,IRE,17223.3641025641,14856.0,3358556,195
2021-09-26,IRE3,17514.928571428572,17936.0,490418,28
2021-09-26,NCITY,14177.96984924623,13414.0,2821416,199
2021-09-26,SCITY,12856.734693877552,13341.0,1889940,147
2021-09-26,WCITY1,14057.941666666668,13029.5,1686953,120
2021-09-27,CCITY,16645.830508474577,14578.0,1964208,118
2021-09-27,DCC1,22069.597014925374,16552.0,1478663,67
2021-09-27,IRE,20152.0,16992.0,3929640,195
2021-09-27,IRE3,19016.714285714286,19950.0,532468,28
2021-09-27,NCITY,16863.658291457286,15106.0,3355868,199
2021-09-27,SCITY,14543.489795918367,14959.0,2137893,147
2021-09-27,WCITY1,16650.558333333334,15849.0,1998067,120
2021-09-28,CCITY,16869.398305084746,14611.5,1990589,118
2021-09-28,DCC1,22309.149253731342,17224.0,1494713,67
2021-09-28,IRE,20752.933333333334,17553.0,4046822,195
2021-09-28,IRE3,19473.285714285714,20260.5,545252,28
2021-09-28,NCITY,17154.22110552764,15681.0,3413690,199
2021-09-28,SCITY,15348.258503401361,16295.0,2256194,147
2021-09-28,WCITY1,17147.525,15784.5,2057703,120
2021-09-29,CCITY,17356.4406779661,15194.0,2048060,118
2021-09-29,DCC1,23163.223880597016,18577.0,1551936,67
2021-09-29,IRE,21376.20304568528,18218.0,4211112,197
2021-09-29,IRE3,19832.25,20588.5,555303,28
2021-09-29,NCITY,17562.849246231155,16401.0,3495007,199
2021-09-29,SCITY,15766.081632653062,16713.0,2317614,147
2021-09-29,WCITY1,17577.625,16259.0,2109315,120
2021-09-30,CCITY,18096.991525423728,15863.5,2135445,118
2021-09-30,DCC1,23903.850746268658,20519.0,1601558,67
2021-09-30,IRE,21483.081632653062,18306.5,4210684,196
2021-09-30,IRE3,20391.035714285714,20954.0,570949,28
2021-09-30,NCITY,17706.170854271357,15981.0,3523528,199
2021-09-30,SCITY,16307.931972789116,16796.0,2397266,147
2021-09-30,WCITY1,17608.941666666666,16542.0,2113073,120
2021-10-01,CCITY,18524.51694915254,16645.0,2185893,118
2021-10-01,DCC1,24674.373134328358,21586.0,1653183,67
2021-10-01,IRE,22110.326530612245,19121.0,4333624,196
2021-10-01,IRE3,21165.14285714286,21811.0,592624,28
2021-10-01,NCITY,18351.582914572864,16847.0,3651965,199
2021-10-01,SCITY,16764.36054421769,17494.0,2464361,147
2021-10-01,WCITY1,17823.108333333334,17022.5,2138773,120
2021-10-02,CCITY,16553.110169491527,14952.5,1953267,118
2021-10-02,DCC1,20662.253731343284,16604.0,1384371,67
2021-10-02,IRE,18855.168367346938,17082.0,3695613,196
2021-10-02,IRE3,19093.178571428572,19933.5,534609,28
2021-10-02,NCITY,15950.055276381909,14971.0,3174061,199
2021-10-02,SCITY,14756.081632653062,15236.0,2169144,147
2021-10-02,WCITY1,15719.983333333334,15203.5,1886398,120
2021-10-03,CCITY,14450.381355932202,12085.5,1705145,118
2021-10-03,DCC1,18369.194029850747,14362.0,1230736,67
2021-10-03,IRE,16755.964285714286,14860.0,3284169,196
2021-10-03,IRE3,16520.214285714286,15883.5,462566,28
2021-10-03,NCITY,14180.206030150754,13210.0,2821861,199
2021-10-03,SCITY,12742.299319727892,12545.0,1873118,147
2021-10-03,WCITY1,13598.833333333334,12851.0,1631860,120
2021-10-04,CCITY,16443.78813559322,14375.5,1940367,118
2021-10-04,DCC1,22624.0,17292.0,1515808,67
2021-10-04,IRE,20270.95408163265,17614.0,3973107,196
2021-10-04,IRE3,18989.85714285714,19761.0,531716,28
2021-10-04,NCITY,16909.42713567839,15383.0,3364976,199
2021-10-04,SCITY,14758.925170068027,15524.0,2169562,147
2021-10-04,WCITY1,16521.525,15257.5,1982583,120
2021-10-05,CCITY,17020.77966101695,15023.5,2008452,118
2021-10-05,DCC1,22802.5223880597,17834.0,1527769,67
2021-10-05,IRE,21032.331632653062,18184.0,4122337,196
2021-10-05,IRE3,19608.428571428572,20329.5,549036,28
2021-10-05,NCITY,17109.81407035176,15586.0,3404853,199
2021-10-05,SCITY,15334.122448979591,15735.0,2254116,147
2021-10-05,WCITY1,16998.666666666668,16069.5,2039840,120
2021-10-06,CCITY,17345.70338983051,15356.0,2046793,118
2021-10-06,DCC1,23095.089552238805,18610.0,1547371,67
2021-10-06,IRE,21469.90306122449,18619.0,4208101,196
2021-10-06,IRE3,20044.5,20940.5,561246,28
2021-10-06,NCITY,17491.989949748742,16012.0,3480906,199
2021-10-06,SCITY,15775.224489795919,16395.0,2318958,147
2021-10-06,WCITY1,17412.608333333334,15951.0,2089513,120
2021-10-07,CCITY,17781.4406779661,15894.0,2098210,118
2021-10-07,DCC1,23858.955223880595,19620.0,1598550,67
2021-10-07,IRE,21751.051020408162,18477.0,4263206,196
2021-10-07,IRE3,20256.10714285714,21473.5,567171,28
2021-10-07,NCITY,17967.613065326634,16368.0,3575555,199
2021-10-07,SCITY,16267.687074829932,17022.0,2391350,147
2021-10-07,WCITY1,17329.008333333335,15998.5,2079481,120
2021-10-08,CCITY,18194.86440677966,16087.5,2146994,118
2021-10-08,DCC1,24409.149253731342,20450.0,1635413,67
2021-10-08,IRE,22140.408163265307,19321.0,4339520,196
2021-10-08,IRE3,20779.821428571428,22716.5,581835,28
2021-10-08,NCITY,18328.773869346733,16815.0,3647426,199
2021-10-08,SCITY,16704.197278911564,17154.0,2455517,147
2021-10-08,WCITY1,17706.175,16623.5,2124741,120
2021-10-09,CCITY,16367.35593220339,14254.5,1931348,118
2021-10-09,DCC1,20880.910447761195,17355.0,1399021,67
2021-10-09,IRE,19196.688775510203,17186.5,3762551,196
2021-10-09,IRE3,19384.64285714286,20634.0,542770,28
2021-10-09,NCITY,15915.733668341709,15045.0,3167231,199
2021-10-09,SCITY,14855.455782312925,15529.0,2183752,147
2021-10-09,WCITY1,15870.983333333334,15195.5,1904518,120
2021-10-10,CCITY,14290.483050847457,11671.5,1686277,118
2021-10-10,DCC1,19087.014925373136,15599.0,1278830,67
2021-10-10,IRE,17357.95408163265,15422.5,3402159,196
2021-10-10,IRE3,16887.14285714286,17877.5,472840,28
2021-10-10,NCITY,14370.040201005026,13638.0,2859638,199
2021-10-10,SCITY,12876.047619047618,13191.0,1892779,147
2021-10-10,WCITY1,13935.225,12940.5,1672227,120
2021-10-11,CCITY,16308.627118644068,14360.5,1924418,118
2021-10-11,DCC1,22397.191176470587,18243.0,1523009,68
2021-10-11,IRE,20324.98469387755,17584.0,3983697,196
2021-10-11,IRE3,18565.714285714286,19290.5,519840,28
2021-10-11,NCITY,17144.21608040201,15322.0,3411699,199
2021-10-11,SCITY,14644.292517006803,15614.0,2152711,147
2021-10-11,WCITY1,16896.958333333332,15207.5,2027635,120
2021-10-12,CCITY,16848.42372881356,15047.0,1988114,118
2021-10-12,DCC1,23264.298507462685,20734.0,1558708,67
2021-10-12,IRE,21129.311224489797,17957.5,4141345,196
2021-10-12,IRE3,19615.928571428572,20915.0,549246,28
2021-10-12,NCITY,17474.527638190953,15782.0,3477431,199
2021-10-12,SCITY,15679.775510204081,16216.0,2304927,147
2021-10-12,WCITY1,17113.508333333335,15631.0,2053621,120
2021-10-13,CCITY,17045.898305084746,15107.0,2011416,118
2021-10-13,DCC1,23557.223880597016,20710.0,1578334,67
2021-10-13,IRE,21434.86224489796,18213.0,4201233,196
2021-10-13,IRE3,19337.571428571428,20691.0,541452,28
2021-10-13,NCITY,17699.361809045226,16190.0,3522173,199
2021-10-13,SCITY,15966.910958904109,16525.5,2331169,146
2021-10-13,WCITY1,17426.316666666666,15940.0,2091158,120
2021-10-14,CCITY,17559.9406779661,15973.5,2072073,118
2021-10-14,DCC1,23615.397058823528,20466.5,1605847,68
2021-10-14,IRE,21741.45408163265,18494.0,4261325,196
2021-10-14,IRE3,20168.666666666668,21715.0,544554,27
2021-10-14,NCITY,18038.708542713568,16378.0,3589703,199
2021-10-14,SCITY,16195.979591836734,16888.0,2380809,147
2021-10-14,WCITY1,17358.525,16368.5,2083023,120
2021-10-15,CCITY,18205.661016949154,16433.0,2148268,118
2021-10-15,DCC1,24374.514705882353,20626.5,1657467,68
2021-10-15,IRE,22039.948979591838,19023.0,4319830,196
2021-10-15,IRE3,20662.222222222223,20842.0,557880,27
2021-10-15,NCITY,18244.69,16517.5,3648938,200
2021-10-15,SCITY,16581.761904761905,17556.0,2437519,147
2021-10-15,WCITY1,17829.608333333334,16894.0,2139553,120
2021-10-16,CCITY,16531.898305084746,15035.5,1950764,118
2021-10-16,DCC1,20685.323529411766,17136.5,1406602,68
2021-10-16,IRE,19446.948979591838,17036.5,3811602,196
2021-10-16,IRE3,19025.777777777777,20585.0,513696,27
2021-10-16,NCITY,16064.805,15058.0,3212961,200
2021-10-16,SCITY,14942.687074829932,15145.0,2196575,147
2021-10-16,WCITY1,15709.45,15152.0,1885134,120
2021-10-17,CCITY,14134.72033898305,12041.5,1667897,118
2021-10-17,DCC1,18424.764705882353,15238.0,1252884,68
2021-10-17,IRE,17303.729591836734,14889.0,3391531,196
2021-10-17,IRE3,16639.40740740741,16911.0,449264,27
2021-10-17,NCITY,14169.225,12991.5,2833845,200
2021-10-17,SCITY,12713.979591836734,12961.0,1868955,147
2021-10-17,WCITY1,13718.466666666667,12922.0,1646216,120
2021-10-18,CCITY,16176.652542372882,14246.0,1908845,118
2021-10-18,DCC1,22566.279411764706,18516.0,1534507,68
2021-10-18,IRE,20530.882653061224,17408.0,4024053,196
2021-10-18,IRE3,18963.0,20421.0,512001,27
2021-10-18,NCITY,16870.13,15152.0,3374026,200
2021-10-18,SCITY,14730.72972972973,15806.0,2180148,148
2021-10-18,WCITY1,16454.241666666665,14757.0,1974509,120
2021-10-19,CCITY,16646.525423728814,14790.5,1964290,118
2021-10-19,DCC1,22807.573529411766,19234.0,1550915,68
2021-10-19,IRE,21117.331632653062,17803.0,4138997,196
2021-10-19,IRE3,19298.074074074073,20824.0,521048,27
2021-10-19,NCITY,17451.715,15795.5,3490343,200
2021-10-19,SCITY,15360.222972972973,16275.0,2273313,148
2021-10-19,WCITY1,17047.433333333334,15527.5,2045692,120
2021-10-20,CCITY,17160.15254237288,15427.5,2024898,118
2021-10-20,DCC1,23777.432835820895,20750.0,1593088,67
2021-10-20,IRE,21563.624365482232,18673.0,4248034,197
2021-10-20,IRE3,19731.185185185186,20065.0,532742,27
2021-10-20,NCITY,17967.85,16195.0,3593570,200
2021-10-20,SCITY,15876.743243243243,16823.0,2349758,148
2021-10-20,WCITY1,17425.341666666667,15972.0,2091041,120
2021-10-21,CCITY,17794.813559322032,15644.5,2099788,118
2021-10-21,DCC1,23998.54411764706,20476.0,1631901,68
2021-10-21,IRE,21413.25,18179.0,4196997,196
2021-10-21,IRE3,18346.59259259259,17476.0,495358,27
2021-10-21,NCITY,17780.425,15821.5,3556085,200
2021-10-21,SCITY,16007.25,16766.5,2369073,148
2021-10-21,WCITY1,17707.725,16785.0,2124927,120
2021-10-22,CCITY,18474.14406779661,16527.5,2179949,118
2021-10-22,DCC1,24328.264705882353,20480.5,1654322,68
2021-10-22,IRE,21774.663265306124,19086.5,4267834,196
2021-10-22,IRE3,20689.037037037036,20841.0,558604,27
2021-10-22,NCITY,18640.61,16384.0,3728122,200
2021-10-22,SCITY,16687.222972972973,17637.5,2469709,148
2021-10-22,WCITY1,18170.816666666666,17062.0,2180498,120
2021-10-23,CCITY,17068.737288135595,15397.0,2014111,118
2021-10-23,DCC1,20602.597014925374,17488.0,1380374,67
2021-10-23,IRE,17901.989743589744,16269.0,3490888,195
2021-10-23,IRE3,18250.814814814814,19662.0,492772,27
2021-10-23,NCITY,16183.505,15004.5,3236701,200
2021-10-23,SCITY,14778.91156462585,15381.0,2172500,147
2021-10-23,WCITY1,16218.125,14887.5,1946175,120
2021-10-24,CCITY,14689.296610169491,12248.5,1733337,118
2021-10-24,DCC1,18088.462686567163,14477.0,1211927,67
2021-10-24,IRE,15703.515306122448,13764.5,3077889,196
2021-10-24,IRE3,15794.74074074074,17109.0,426458,27
2021-10-24,NCITY,13940.265,13037.5,2788053,200
2021-10-24,SCITY,12579.959183673469,12852.0,1849254,147
2021-10-24,WCITY1,13788.475,12545.5,1654617,120
2021-10-25,CCITY,13582.161016949152,11620.0,1602695,118
2021-10-25,DCC1,17366.940298507463,13483.0,1163585,67
2021-10-25,IRE,15156.5,13721.5,2970674,196
2021-10-25,IRE3,15527.111111111111,15480.0,419232,27
2021-10-25,NCITY,13603.35,12559.5,2720670,200
2021-10-25,SCITY,11724.857142857143,11667.0,1723554,147
2021-10-25,WCITY1,13420.508333333333,12259.5,1610461,120
2021-10-26,CCITY,16428.042372881355,14289.5,1938509,118
2021-10-26,DCC1,21730.264705882353,18074.5,1477658,68
2021-10-26,IRE,19249.01530612245,16757.5,3772807,196
2021-10-26,IRE3,18166.48148148148,18488.0,490495,27
2021-10-26,NCITY,16622.015,14829.5,3324403,200
2021-10-26,SCITY,14445.299319727892,15259.0,2123459,147
2021-10-26,WCITY1,16728.05,15214.5,2007366,120
2021-10-27,CCITY,17144.322033898305,15140.5,2023030,118
2021-10-27,DCC1,21801.681159420288,18316.0,1504316,69
2021-10-27,IRE,19904.285714285714,17003.5,3901240,196
2021-10-27,IRE3,18516.62962962963,19182.0,499949,27
2021-10-27,NCITY,16948.955,15350.5,3389791,200
2021-10-27,SCITY,15265.43918918919,16069.5,2259285,148
2021-10-27,WCITY1,16872.983333333334,15432.5,2024758,120
2021-10-28,CCITY,18035.86440677966,16094.0,2128232,118
2021-10-28,DCC1,22888.117647058825,20033.0,1556392,68
2021-10-28,IRE,20408.285714285714,17273.0,4000024,196
2021-10-28,IRE3,19133.85185185185,19190.0,516614,27
2021-10-28,NCITY,17487.555,15730.5,3497511,200
2021-10-28,SCITY,16041.734693877552,17140.0,2358135,147
2021-10-28,WCITY1,17596.891666666666,16013.5,2111627,120
2021-10-29,CCITY,18890.85593220339,16775.5,2229121,118
2021-10-29,DCC1,23213.735294117647,20662.5,1578534,68
2021-10-29,IRE,21043.117346938776,17998.0,4124451,196
2021-10-29,IRE3,20088.444444444445,21328.0,542388,27
2021-10-29,NCITY,18016.405,15933.5,3603281,200
2021-10-29,SCITY,16703.30612244898,17577.0,2455386,147
2021-10-29,WCITY1,18032.841666666667,16591.0,2163941,120
2021-10-30,CCITY,16916.56779661017,14925.0,1996155,118
2021-10-30,DCC1,20143.058823529413,16696.0,1369728,68
2021-10-30,IRE,19160.933333333334,17278.0,3736382,195
2021-10-30,IRE3,19119.703703703704,19376.0,516232,27
2021-10-30,NCITY,16213.695,14728.0,3242739,200
2021-10-30,SCITY,15122.115646258504,16092.0,2222951,147
2021-10-30,WCITY1,16364.758333333333,15411.0,1963771,120
2021-10-31,CCITY,547.4491525423729,426.5,64599,118
2021-10-31,DCC1,506.45588235294116,387.5,34439,68
2021-10-31,IRE,389.3179487179487,324.0,75917,195
2021-10-31,IRE3,437.5925925925926,491.0,11815,27
2021-10-31,NCITY,420.09,321.0,84018,200
2021-10-31,SCITY,485.9387755102041,438.0,71433,147
2021-10-31,WCITY1,385.53333333333336,344.5,46264,120
2021-11-01,CCITY,16850.77966101695,14987.5,1988392,118
2021-11-01,DCC1,22314.264705882353,18434.0,1517370,68
2021-11-01,IRE,20431.958974358975,17346.0,3984232,195
2021-11-01,IRE3,18872.25925925926,19366.0,509551,27
2021-11-01,NCITY,17185.475,15391.0,3437095,200
2021-11-01,SCITY,15230.619047619048,16140.0,2238901,147
2021-11-01,WCITY1,16952.525,15941.0,2034303,120
2021-11-02,CCITY,16742.271186440677,14763.5,1975588,118
2021-11-02,DCC1,22031.507246376812,19797.0,1520174,69
2021-11-02,IRE,20577.367346938776,17631.0,4033164,196
