date,location_label,dublin_daily_avg_pm25,pm25_count,pm25_min,pm25_max
2022-06-27,north,5.953427184466019,1236,1.596,17.225
2022-06-27,south,5.351871021620117,21554,0.66,165.514
2022-06-28,south,6.247847593804356,12073,0.477,222.095
2022-06-29,north,6.356277888714987,18529,0.516,141.674
2022-06-29,south,5.143598639455782,2646,0.714,51.639
2022-06-30,north,4.213899718011985,17022,0.615,101.328
2022-06-30,south,4.310401282051282,6240,0.647,78.686
2022-07-11,north,5.205475656313334,21217,0.714,110.858
2022-07-11,south,4.966759689922481,1161,0.727,23.471
2022-07-12,north,4.491069474835887,20108,0.764,329.493
2022-07-12,south,5.622887399463807,746,1.249,29.719
2022-07-13,north,4.229285471491228,18240,0.369,255.608
2022-07-13,south,3.107281728172817,1111,0.519,16.857
2022-07-14,north,3.5862949042284065,2767,0.482,274.201
2022-07-14,south,3.6346659131469363,8405,0.49,176.338
2022-07-15,north,4.711517857142858,56,1.922,10.468
2022-07-15,south,3.9263135667222353,12597,1.316,267.937
2022-07-18,north,9.193745884773662,972,3.026,45.743
2022-07-18,south,6.792323449612404,20640,1.543,137.451
2022-07-19,north,8.211983296213809,1796,2.624,69.199
2022-07-19,south,8.793116090547569,19614,2.636,132.996
2022-07-20,north,3.4187944760357434,2462,0.374,73.261
2022-07-20,south,3.020592646250687,20017,0.16,114.377
2022-07-21,north,5.532441226096738,10668,0.938,282.199
2022-07-21,south,6.897801752464404,5478,1.102,224.59
2022-07-25,north,2.575500264224062,11354,0.273,77.137
2022-07-25,south,2.8729466553767993,1181,0.292,20.431
2022-07-26,north,3.0289820567755754,3734,0.354,183.14
2022-07-26,south,3.2122138090577455,11239,0.314,370.85
2022-07-27,south,4.029016741563133,11349,0.424,56.028
2022-07-28,north,4.216785650587759,12335,0.746,113.705
2022-07-28,south,5.297419945105215,1093,1.071,38.883
2022-07-29,north,6.692829938243157,10849,1.281,78.149
2022-07-29,south,5.667808548216178,5662,1.284,95.26
2022-08-02,north,2.5593266055045873,4360,0.278,141.911
2022-08-02,south,1.4536940966010734,3913,0.195,17.688
2022-08-03,north,3.219950816966496,6059,0.201,43.289
2022-08-03,south,2.2414376657824935,754,0.289,7.146
2022-08-05,north,5.038709711732794,18802,0.373,390.512
2022-08-05,south,4.3577967914438505,561,0.93,21.431
