date,day_name,day_of_week,is_weekend,daily_mean_pm25,pm25_count,pm25_min,pm25_max,maxtp,mintp,rain,wdsp,hm,hg,sun,g_rad,pe,evap,mean_daily_site_volume,median_daily_site_volume,total_daily_site_volume,n_sites,n_regions
2022-01-28,Friday,4,0,3.1646762318293375,5297,0.534,149.81,12.0,3.3,0.0,9.6,20,31,0.5,334,0.5,0.6,18972.2717845356,17387.35714285714,16674971,890,7
2022-02-01,Tuesday,1,0,2.544322434215193,14099,0.166,71.423,10.8,8.5,0.3,18.5,25,34,0.1,252,0.7,0.9,17845.84777466168,16301.714285714286,15719184,889,7
2022-02-02,Wednesday,2,0,9.62687906942717,13669,3.386,84.259,10.3,7.6,0.0,8.7,18,28,0.0,179,0.5,0.7,18221.907484860116,16747.0,16064695,889,7
2022-02-03,Thursday,3,0,8.054876412496439,21062,0.882,365.678,11.4,4.5,3.5,10.7,29,36,4.3,448,0.7,0.8,18811.017526409883,17128.5,16539923,888,7
2022-02-04,Friday,4,0,4.13910798463983,15104,0.405,57.589,6.6,1.6,1.0,11.8,24,33,5.9,550,0.5,0.7,19343.28656292891,17434.85714285714,17010345,890,7
2022-02-07,Monday,0,0,5.29495867768595,13552,0.272,748.775,11.4,3.1,0.0,9.4,16,28,0.8,312,0.6,0.8,17468.17364279961,16005.142857142857,15348209,889,7
2022-02-08,Tuesday,1,0,2.5378467382569947,13689,0.343,65.091,11.3,7.9,5.0,9.8,16,28,0.0,233,0.5,0.7,17975.628299496537,16237.357142857143,15836706,892,7
2022-02-09,Wednesday,2,0,11.626584358872568,10076,3.051,186.909,7.9,2.7,0.1,8.7,17,26,3.2,506,0.4,0.6,17899.1318156228,16167.07142857143,15865671,892,7
2022-02-10,Thursday,3,0,7.576451555713145,22562,0.94,170.169,7.0,0.9,0.0,11.9,23,29,6.9,672,0.8,1.1,18786.05717217922,17017.571428571428,16570028,892,7
2022-02-11,Friday,4,0,8.190919831730769,16640,1.612,504.074,8.4,0.6,0.2,10.9,21,34,2.6,491,0.8,1.1,19127.833575806482,17337.14285714286,16839339,890,7
2022-02-14,Monday,0,0,7.232555490805491,15444,1.215,238.276,8.3,3.3,0.5,14.3,26,34,5.0,628,0.9,1.3,17789.698317763115,16296.142857142857,15712361,891,7
2022-02-15,Tuesday,1,0,21.79669730283691,21467,9.166,259.003,10.9,5.8,6.3,11.8,21,35,0.0,311,0.7,1.0,17769.077868160875,15998.214285714286,15772009,891,7
2022-02-16,Wednesday,2,0,11.128974376123397,23923,0.223,150.301,13.5,6.3,2.4,18.0,29,47,0.8,340,0.9,1.3,18305.20659035301,16781.785714285714,16128511,891,7
2022-02-17,Thursday,3,0,4.838322890790321,21738,0.657,111.806,7.2,3.1,5.2,10.2,18,29,1.4,463,0.8,1.0,18950.949424804276,17287.214285714286,16617913,889,7
2022-02-18,Friday,4,0,4.409495414578803,21154,0.113,515.055,7.6,0.5,5.0,17.5,39,54,2.5,479,0.6,1.0,18978.51253152527,17181.428571428572,16592676,889,7
2022-02-22,Tuesday,1,0,9.414525551102203,17964,1.896,136.494,10.8,5.7,3.4,14.7,30,41,7.8,902,1.1,1.6,17808.89717005827,16629.714285714286,15589585,888,7
2022-02-23,Wednesday,2,0,8.840091822660098,15225,1.669,168.589,11.9,3.3,1.6,14.6,24,37,5.7,795,1.4,1.9,15408.893114624838,13730.357142857143,13818396,890,7
2022-02-24,Thursday,3,0,8.036287580771143,14083,1.01,200.937,6.4,0.3,0.8,12.2,24,38,6.8,892,0.9,1.4,18331.022097846675,16608.714285714286,16085634,888,7
2022-02-25,Friday,4,0,12.838644842076723,7377,2.628,457.853,10.6,2.1,0.0,9.7,15,25,6.0,839,1.1,1.5,19000.700698810728,17456.571428571428,16582888,888,7
2022-02-28,Monday,0,0,14.295928534370946,23130,3.358,217.488,9.6,-1.1,3.1,7.3,17,25,1.0,330,0.4,0.7,18033.200287219825,16228.785714285714,15824395,888,7
2022-03-01,Tuesday,1,0,13.551213240008549,18716,2.755,1343.532,8.2,-4.4,0.0,8.4,18,25,9.8,1142,0.7,1.2,18333.93050282796,16734.0,16148606,890,7
2022-03-02,Wednesday,2,0,3.5224756046119237,14224,0.527,47.687,8.8,5.7,5.6,11.5,18,28,0.0,83,0.6,0.8,18608.397228933078,16807.071428571428,16258498,887,7
2022-03-03,Thursday,3,0,10.236597372643402,9972,2.441,140.795,9.8,3.4,0.0,7.2,12,18,6.6,988,0.9,1.3,19198.08237539266,17396.428571428572,16852405,888,7
2022-03-04,Friday,4,0,6.300824090686675,12262,0.87,222.684,8.5,-1.7,0.0,9.9,13,20,9.4,1186,1.0,1.6,19811.67412830147,17903.214285714286,17374830,888,7
2022-03-07,Monday,0,0,7.009982573110171,21748,1.326,142.363,6.4,0.7,0.0,11.2,18,33,2.1,788,1.1,1.7,17745.018696585812,16266.642857142857,15586203,891,7
2022-03-08,Tuesday,1,0,11.668199654001407,15607,0.696,105.744,12.0,4.4,0.6,16.5,25,39,1.6,511,2.0,2.7,18155.568143898436,16362.07142857143,15997207,894,7
2022-03-09,Wednesday,2,0,3.7060691787598943,24256,0.413,110.781,9.7,3.6,15.5,13.5,24,37,0.1,305,0.6,0.9,18191.860525257693,16540.428571428572,16082013,893,7
2022-03-10,Thursday,3,0,6.1945300908402725,15852,0.714,77.624,10.9,3.2,0.9,9.5,19,28,6.8,1170,1.5,2.1,18896.614517653652,17257.571428571428,16672182,893,7
2022-03-11,Friday,4,0,6.954638696555305,23108,0.314,57.604,11.9,6.4,4.3,10.7,18,29,1.7,422,1.1,1.4,19469.217968032735,17793.285714285714,17081466,891,7
2022-03-14,Monday,0,0,5.364636150983519,9405,1.162,250.92,11.2,1.4,2.2,8.4,14,25,4.0,842,1.1,1.6,17676.73568871054,15793.785714285714,15618190,897,7
2022-03-15,Tuesday,1,0,6.208815141621812,11333,0.636,148.027,11.4,0.2,0.0,6.5,13,20,2.4,821,1.2,1.7,18126.289092329913,16432.5,16002036,897,7
2022-03-16,Wednesday,2,0,7.891867314204242,11222,1.933,83.395,9.5,3.6,0.3,8.0,13,19,5.9,1125,1.3,1.9,19316.834109319145,17577.64285714286,16931034,892,7
2022-03-22,Tuesday,1,0,18.573504446988377,22712,10.38,132.929,15.3,3.4,0.0,8.5,14,21,10.7,1435,1.7,2.5,17988.576607603165,16262.785714285714,15868165,895,7
2022-03-23,Wednesday,2,0,18.669551392654668,12171,8.28,94.942,15.5,0.8,0.0,5.7,10,15,9.7,1464,1.7,2.5,18511.594854043058,16953.85714285714,16294227,891,7
2022-03-24,Thursday,3,0,15.182494215806717,19536,4.541,264.216,17.6,3.1,0.0,3.5,8,11,7.5,1288,1.8,2.4,18912.511593138188,17345.428571428572,16680550,894,7
2022-03-25,Friday,4,0,21.42828164999741,19297,7.818,194.517,16.1,1.2,0.0,4.5,9,11,8.3,1462,1.6,2.3,19530.95972745489,18067.285714285714,17160489,892,7
2022-03-28,Monday,0,0,16.407135766180467,18031,8.22,202.519,15.0,-0.3,0.0,4.0,9,15,11.7,1728,1.7,2.4,17733.29204412527,16466.14285714286,15622225,895,7
2022-03-29,Tuesday,1,0,29.248388660463103,18484,16.168,335.137,12.6,3.3,0.0,4.3,8,13,5.1,1028,1.2,1.7,18361.888167693935,17006.785714285714,16215917,893,7
2022-03-30,Wednesday,2,0,9.113886762360448,14421,1.651,148.853,7.8,1.3,0.8,10.2,19,27,0.2,660,0.9,1.4,18537.04695823658,16961.0,16410125,893,7
2022-03-31,Thursday,3,0,4.472397492891186,24969,0.728,83.891,7.9,-1.4,0.0,11.8,19,27,7.4,1526,1.9,3.0,19236.67261548806,18042.0,16900355,892,7
2022-04-01,Friday,4,0,4.752723850031506,12696,0.758,241.882,8.5,-2.5,1.6,9.7,14,20,6.6,1379,1.3,2.2,19676.92297310735,17961.5,17258519,892,7
2022-04-04,Monday,0,0,2.4905392191524824,19799,0.086,219.483,13.3,8.7,0.1,19.3,27,35,0.3,863,1.3,2.2,17769.213903204527,16148.5,15664180,894,7
2022-04-05,Tuesday,1,0,5.785491261943661,20199,0.65,134.894,12.8,8.4,2.1,14.4,22,33,0.5,946,1.7,2.6,18440.29340236875,16970.714285714286,16216924,892,7
2022-04-06,Wednesday,2,0,5.259586782861293,12393,0.72,239.196,11.9,6.1,2.4,15.5,25,43,5.3,1405,2.1,3.3,18971.981824146067,17508.64285714286,16689698,892,7
2022-04-07,Thursday,3,0,7.066888981810579,9566,1.761,91.192,10.7,1.1,0.1,18.8,30,42,7.4,1579,2.1,3.6,19352.314116130343,17753.428571428572,17028625,893,7
2022-04-11,Monday,0,0,11.691590389472283,15046,3.145,57.864,11.7,7.7,1.7,11.5,19,30,1.8,764,1.8,2.5,16715.64164214031,14939.214285714286,14584647,891,7
2022-04-12,Tuesday,1,0,22.349559687616217,2689,14.707,82.488,9.7,4.7,6.5,5.9,13,21,0.0,241,0.5,0.7,17333.430458491708,15186.42857142857,15307324,892,7
2022-04-13,Wednesday,2,0,7.184833902514748,9663,0.791,147.719,16.4,4.8,0.0,5.3,10,15,2.4,1174,1.8,2.5,18641.655888155346,16884.64285714286,16300346,889,7
2022-04-14,Thursday,3,0,5.1089465811057755,23531,0.528,151.203,14.1,3.2,0.0,5.3,11,16,0.1,876,1.4,1.9,14938.951063885854,11461.42857142857,13789319,889,7
2022-04-15,Friday,4,0,2.519264048103127,23117,0.086,138.012,17.3,6.7,0.0,6.5,11,17,4.6,1297,2.0,2.8,20998.18727735245,19600.14285714286,11969077,616,7
2022-04-19,Tuesday,1,0,8.989602440948536,21549,0.943,558.269,12.0,-0.5,0.0,5.6,10,15,11.9,2222,2.2,3.3,20771.010158985657,19261.5,11849095,616,7
2022-04-20,Wednesday,2,0,7.462656402604449,22116,0.711,120.38,14.3,-2.4,0.0,5.2,13,17,13.3,2325,2.4,3.5,15828.078647360235,13352.142857142857,13904356,863,7
2022-04-21,Thursday,3,0,17.629575344936423,11089,7.239,127.675,14.0,1.1,0.0,11.6,18,27,9.4,2073,2.2,3.6,18365.9592591935,16890.285714285714,16047462,886,7
2022-04-22,Friday,4,0,13.615182325952524,15039,5.359,372.683,14.6,7.4,0.0,14.0,20,29,5.6,1478,2.6,3.9,18880.661738320203,17148.428571428572,16444441,886,7
2022-04-25,Monday,0,0,7.569780821251338,20554,1.53,190.489,11.6,3.3,0.0,8.0,13,19,6.3,1726,2.1,3.1,18336.756899298653,16607.64285714286,15920534,885,7
2022-04-26,Tuesday,1,0,14.376432009925558,8060,5.624,140.08,12.9,0.9,0.0,7.1,12,21,7.3,1885,2.0,3.1,18670.67937556981,17226.14285714286,16220749,887,7
2022-04-27,Wednesday,2,0,11.74045673032989,10943,3.595,687.232,12.0,-0.4,0.0,7.5,13,19,9.5,1942,1.8,2.9,19210.559572186638,17940.571428571428,16534283,884,7
2022-04-28,Thursday,3,0,16.09069908083498,23282,6.044,294.643,12.0,-0.4,0.0,5.4,11,15,6.7,1773,1.9,2.8,19438.502505818025,18127.928571428572,16847838,884,7
2022-04-29,Friday,4,0,16.982060305343513,1310,10.055,31.162,12.7,-1.0,0.0,5.4,10,15,9.5,1977,2.2,3.2,19653.78469021484,18243.428571428572,16963154,883,7
2022-05-03,Tuesday,1,0,10.190971459674364,21128,3.536,122.761,16.3,8.8,0.0,4.6,14,20,1.7,1095,1.8,2.5,18050.502277942687,16480.428571428572,15712716,884,7
2022-05-04,Wednesday,2,0,4.984631159080244,23441,0.331,171.889,16.8,6.7,0.0,10.0,18,25,8.0,2029,2.7,4.1,18951.10346952456,17603.35714285714,16394902,884,7
2022-05-05,Thursday,3,0,5.605878880608064,20261,0.759,251.627,16.6,8.3,0.0,5.6,9,13,0.6,1052,1.8,2.5,18844.510432245046,17410.285714285714,16436303,881,7
2022-05-06,Friday,4,0,3.196437902159542,22690,0.114,272.341,15.1,7.9,9.6,7.2,11,22,0.7,795,1.2,1.7,19742.924829222728,18005.928571428572,17117734,886,7
2022-05-09,Monday,0,0,4.700538565751445,22144,0.215,284.219,15.0,10.0,1.7,11.2,19,33,0.1,574,1.6,2.2,18073.632416707416,16248.0,15724826,887,7
2022-05-10,Tuesday,1,0,6.852294435730207,24226,0.704,430.822,16.8,9.3,0.1,11.2,22,33,7.8,2285,3.5,5.1,18694.963538240965,17183.35714285714,16290885,886,7
2022-05-11,Wednesday,2,0,5.1323441292193,24145,0.583,208.38,16.3,8.8,0.2,11.0,21,29,7.3,2021,3.1,4.6,19238.74518371693,17449.571428571428,16783750,888,7
2022-05-12,Thursday,3,0,4.519912477672876,15676,0.211,66.722,14.7,6.0,0.7,8.8,16,25,3.3,1414,2.2,3.2,19335.01220258479,17621.14285714286,16953793,892,7
2022-05-13,Friday,4,0,17.076689713322093,593,9.267,27.305,18.1,10.1,0.0,11.8,19,29,7.6,1857,3.6,5.0,19794.992294043655,18161.5,17227683,887,7
2022-05-18,Wednesday,2,0,22.958773791807,12767,6.194,116.447,16.3,9.9,1.5,12.6,23,32,3.4,1441,2.6,3.9,19059.330651550088,17412.571428571428,16618290,890,7
2022-05-19,Thursday,3,0,6.365671065305336,20764,0.967,131.757,17.6,6.9,0.0,9.8,17,26,13.4,2388,3.4,5.1,19573.165131816164,17977.5,17081763,889,7
2022-05-20,Friday,4,0,4.329245582202588,25352,0.398,111.111,16.3,10.0,0.5,10.8,21,30,6.4,1721,2.8,4.1,19836.817482509945,18371.785714285714,17224097,886,7
2022-05-23,Monday,0,0,3.341606423085874,21485,0.122,1006.286,15.7,8.4,1.3,9.1,19,26,5.7,1946,2.8,4.2,18089.591514811586,16450.214285714286,15669448,886,7
2022-05-24,Tuesday,1,0,2.943738527446994,13772,0.12,101.993,16.6,7.8,0.0,11.0,18,25,5.4,2032,3.2,4.7,18818.635502381665,17150.0,16372809,892,7
2022-05-25,Wednesday,2,0,3.063272231855338,24222,0.258,404.225,17.6,9.8,0.7,13.2,22,31,6.7,2156,3.3,5.0,19334.42711379181,17766.85714285714,16923311,891,7
2022-05-26,Thursday,3,0,1.9259489628260424,9738,0.08,85.015,17.6,7.9,2.0,13.0,21,31,5.5,1993,2.9,4.5,19880.68177483748,18130.571428571428,17345248,888,7
2022-05-27,Friday,4,0,7.385990044482101,9442,2.01,40.81,16.8,5.0,0.0,10.6,19,26,14.4,2944,3.8,5.9,19771.058046996077,17761.5,17283112,889,7
2022-05-30,Monday,0,0,4.074831910420867,23309,0.251,108.749,13.5,4.9,0.8,9.7,18,26,0.4,1202,1.9,2.9,17981.508831709714,16120.714285714286,15756878,890,7
2022-05-31,Tuesday,1,0,3.504344840283531,21726,0.194,146.87,15.4,3.4,2.6,10.0,21,27,5.8,1749,2.4,3.7,18973.813136417786,17221.0,16539209,889,7
2022-06-01,Wednesday,2,0,3.669940732589215,25444,0.187,1485.423,16.2,3.2,1.3,6.2,10,15,12.9,2636,3.3,4.8,18964.95528159928,17150.071428571428,16617692,891,7
2022-06-02,Thursday,3,0,3.7294433074764815,24236,0.252,175.56,15.6,2.3,5.4,5.1,13,17,4.0,1353,2.0,2.8,19533.12157869534,17711.285714285714,17157502,891,7
2022-06-03,Friday,4,0,4.96399597091195,10176,0.673,47.071,15.4,9.4,0.7,9.1,15,26,6.1,1793,2.4,3.7,19294.317763483097,17594.64285714286,16901827,889,7
2022-06-07,Tuesday,1,0,6.564273989575322,23406,1.367,127.689,16.3,3.2,0.4,6.8,12,20,9.7,2433,2.7,4.1,17919.935887212003,16024.785714285714,15632477,892,7
2022-06-08,Wednesday,2,0,5.778646847670017,15322,0.62,93.162,18.3,11.3,1.3,11.5,23,32,10.1,2454,3.7,5.5,18296.25035569401,16065.357142857143,16053845,891,7
2022-06-09,Thursday,3,0,2.0114317652538425,8588,0.076,134.479,20.3,10.8,4.9,8.3,17,25,4.6,1496,2.7,3.8,18903.076088091093,17203.214285714286,16589081,893,7
2022-06-10,Friday,4,0,8.635760841595399,13213,0.494,109.253,18.5,11.8,4.6,11.0,19,32,9.7,2013,3.1,4.7,19320.09673700635,17846.428571428572,16922160,892,7
2022-06-13,Monday,0,0,7.550300298919292,21745,1.522,283.25,15.7,10.2,0.0,7.5,13,17,0.2,1235,2.4,3.3,17884.922875166558,16227.0,15607799,892,7
2022-06-14,Tuesday,1,0,4.784504193175246,13832,0.55,110.931,17.3,10.3,0.0,5.7,11,17,1.6,1621,3.0,4.0,18038.040531763756,16024.5,15967538,892,7
2022-06-15,Wednesday,2,0,6.62504418594742,23469,1.026,141.641,19.4,9.0,0.0,5.2,11,15,10.3,2553,3.8,5.2,19132.360061641084,17407.571428571428,16820350,895,7
2022-06-16,Thursday,3,0,4.815449864720833,12197,0.286,37.88,22.6,10.1,0.0,5.6,10,17,3.6,1856,3.5,4.6,18747.428393509857,16505.928571428572,16715880,897,7
2022-06-17,Friday,4,0,2.07617942152679,10545,0.286,45.829,18.9,11.3,0.0,8.7,15,25,0.2,895,2.3,3.0,18717.96360941525,16450.571428571428,16636580,893,7
2022-06-20,Monday,0,0,9.7850360727729,9564,3.02,103.12,20.2,5.6,0.0,5.8,11,15,15.5,2960,4.0,5.7,17847.339940034715,15791.642857142857,15692590,896,7
2022-06-21,Tuesday,1,0,8.1619749669749,15140,1.348,341.188,18.2,11.3,0.0,5.0,11,15,0.3,1278,2.3,3.1,18090.12698122431,16085.5,15959465,894,7
2022-06-22,Wednesday,2,0,7.575696732989438,20355,0.838,185.582,19.1,13.8,0.7,3.2,6,9,0.1,994,2.0,2.5,18863.375534406816,17357.928571428572,16583511,893,7
2022-06-23,Thursday,3,0,6.8484379023688975,15999,1.565,699.033,21.9,13.7,0.0,4.7,9,12,3.9,1691,3.1,4.0,19217.691439676062,17865.571428571428,16859036,889,7
2022-06-24,Friday,4,0,3.581833569973455,16199,0.099,310.541,18.3,11.5,1.3,8.4,15,24,4.2,1341,2.3,3.3,19389.371085275467,17860.35714285714,17002502,894,7
2022-06-27,Monday,0,0,5.384496007020623,22790,0.66,165.514,16.9,8.7,0.4,9.5,14,24,6.7,2017,3.2,4.6,17684.043136249424,16017.857142857143,15517015,893,7
2022-06-28,Tuesday,1,0,6.247847593804356,12073,0.477,222.095,18.8,12.3,6.8,10.0,18,30,4.5,1592,3.0,4.2,18309.033611823717,16698.928571428572,16022851,891,7
2022-06-29,Wednesday,2,0,6.204743093270366,21175,0.516,141.674,18.5,11.0,1.5,6.2,11,16,4.5,1697,2.9,4.0,18653.652908137014,16973.64285714286,16361873,891,7
2022-06-30,Thursday,3,0,4.239786131888917,23262,0.615,101.328,17.6,11.1,0.6,7.1,14,19,1.3,1310,2.5,3.4,18928.581108019345,17545.071428571428,16718469,895,7
2022-07-11,Monday,0,0,5.193090758780945,22378,0.714,110.858,27.2,8.9,0.0,5.5,13,21,5.9,2041,4.0,5.2,17083.948625469005,15261.0,14940829,895,7
2022-07-12,Tuesday,1,0,4.531557447012563,20854,0.764,329.493,22.1,10.8,1.0,7.3,14,19,1.2,1103,2.3,3.1,17424.031358451095,15645.142857142857,15340906,896,7
2022-07-13,Wednesday,2,0,4.164867810449072,19351,0.369,255.608,20.4,10.2,0.0,9.8,14,23,9.2,2311,3.9,5.5,17902.961012465763,15870.142857142857,15698317,895,7
2022-07-14,Thursday,3,0,3.681039738655687,11173,0.482,655.612,19.7,10.9,0.0,9.8,14,21,8.2,2015,3.4,4.8,18215.585275158206,16491.35714285714,15891337,894,7
2022-07-15,Friday,4,0,3.929788745751995,12653,1.316,267.937,21.1,11.6,0.0,8.7,15,21,5.6,2033,3.5,4.9,18186.787545723473,16236.07142857143,15833788,892,7
2022-07-18,Monday,0,0,6.900327456968351,21612,1.543,137.451,29.1,12.9,0.0,4.5,10,14,9.4,2256,4.5,5.8,17367.304790951206,15388.57142857143,15003283,891,7
2022-07-19,Tuesday,1,0,8.744367164876227,21410,2.624,132.996,26.5,14.3,0.4,6.2,14,18,6.0,1784,3.6,4.7,17692.42977687009,15991.857142857143,15345258,892,7
2022-07-20,Wednesday,2,0,3.0642054806708483,22479,0.16,114.377,19.0,12.6,0.0,11.7,17,24,0.9,1357,2.8,3.9,17956.206542454165,16257.857142857143,15583597,889,7
2022-07-21,Thursday,3,0,5.995679487179487,16146,0.938,282.199,18.0,10.6,0.0,5.9,9,14,0.2,1246,2.5,3.3,17983.631872493665,15978.214285714286,15777677,894,7
2022-07-25,Monday,0,0,2.6035245313123254,12535,0.273,77.137,19.1,12.7,0.2,14.3,21,33,2.2,1473,2.9,4.2,17356.78155634404,15747.5,15079139,892,7
2022-07-26,Tuesday,1,0,3.1665190676551127,14973,0.314,370.85,17.9,9.0,0.0,6.8,11,17,2.0,1457,2.7,3.6,17665.706864295855,16145.285714285714,15379491,892,7
2022-07-27,Wednesday,2,0,4.029016741563133,11349,0.424,56.028,16.6,6.6,0.0,5.1,9,13,1.1,1338,2.1,2.9,18017.431295576815,16238.142857142857,15714957,891,7
2022-07-28,Thursday,3,0,4.304746127494787,13428,0.746,113.705,17.9,10.2,0.0,4.8,11,18,2.2,1638,2.5,3.4,18041.931972789116,16673.714285714286,15756567,892,7
2022-07-29,Friday,4,0,6.341326630731028,16511,1.281,95.26,21.5,10.1,0.2,5.6,11,17,1.2,1195,2.3,3.1,18191.941218758777,16516.714285714286,15840542,893,7
2022-08-02,Tuesday,1,0,2.0363796688021276,8273,0.195,141.911,24.5,16.9,0.2,10.0,14,27,6.1,1657,3.5,4.7,17148.158565706646,15843.714285714286,14866643,889,7
2022-08-03,Wednesday,2,0,3.111658006751798,6813,0.201,43.289,20.4,11.1,0.0,11.5,18,27,6.1,1866,3.1,4.5,17594.403693261607,15921.07142857143,15342787,892,7
2022-08-05,Friday,4,0,5.042142016112374,19364,0.373,453.494,19.1,6.0,0.0,9.2,16,22,5.7,1822,2.9,4.2,18087.055191344345,16427.35714285714,15723176,892,7
