date,day_name,day_of_week,is_weekend,location_label,dublin_daily_avg_pm25,pm25_count,pm25_min,pm25_max,maxtp,mintp,rain,wdsp,hm,hg,sun,g_rad,pe,evap,mean_daily_site_volume,median_daily_site_volume,total_daily_site_volume,n_sites
2022-02-28,Monday,0,0,north,14.264589448036736,21342,3.358,217.488,9.6,-1.1,3.1,7.3,17,25,1.0,330,0.4,0.7,17672.34,15767.5,3534468,200
2022-02-28,Monday,0,0,south,14.669999440715882,1788,6.54,100.387,9.6,-1.1,3.1,7.3,17,25,1.0,330,0.4,0.7,14939.77027027027,15712.5,2211086,148
2022-03-01,Tuesday,1,0,north,13.193887323057565,15895,2.755,285.122,8.2,-4.4,0.0,8.4,18,25,9.8,1142,0.7,1.2,17779.515,16058.5,3555903,200
2022-03-01,Tuesday,1,0,south,13.234588695343051,2813,3.79,132.575,8.2,-4.4,0.0,8.4,18,25,9.8,1142,0.7,1.2,15188.51677852349,15924.0,2263089,149
2022-03-02,Wednesday,2,0,south,3.522475604611924,14224,0.527,47.687,8.8,5.7,5.6,11.5,18,28,0.0,83,0.6,0.8,15627.412162162162,16145.0,2312857,148
2022-03-03,Thursday,3,0,north,17.50997904540163,859,3.008,140.795,9.8,3.4,0.0,7.2,12,18,6.6,988,0.9,1.3,18518.855,16453.0,3703771,200
2022-03-03,Thursday,3,0,south,9.551001536266872,9113,2.441,66.674,9.8,3.4,0.0,7.2,12,18,6.6,988,0.9,1.3,16133.121621621622,17307.0,2387702,148
2022-03-04,Friday,4,0,north,11.465188622754493,1002,0.87,181.485,8.5,-1.7,0.0,9.9,13,20,9.4,1186,1.0,1.6,18974.435,16528.0,3794887,200
2022-03-04,Friday,4,0,south,5.841259857904085,11260,0.896,222.684,8.5,-1.7,0.0,9.9,13,20,9.4,1186,1.0,1.6,16751.175675675677,17392.0,2479174,148
2022-03-07,Monday,0,0,north,8.395206977197427,5131,2.262,142.363,6.4,0.7,0.0,11.2,18,33,2.1,788,1.1,1.7,17358.705,15370.0,3471741,200
2022-03-07,Monday,0,0,south,6.582252753204549,16617,1.326,103.711,6.4,0.7,0.0,11.2,18,33,2.1,788,1.1,1.7,14398.425675675677,15463.0,2130967,148
2022-03-08,Tuesday,1,0,north,12.21382027838428,14656,1.108,105.744,12.0,4.4,0.6,16.5,25,39,1.6,511,2.0,2.7,17675.54,15846.5,3535108,200
2022-03-08,Tuesday,1,0,south,3.2595604626708727,951,0.696,17.24,12.0,4.4,0.6,16.5,25,39,1.6,511,2.0,2.7,15106.506666666666,15632.0,2265976,150
2022-03-09,Wednesday,2,0,south,3.706069178759895,24256,0.413,110.781,9.7,3.6,15.5,13.5,24,37,0.1,305,0.6,0.9,15377.366666666669,15925.5,2306605,150
2022-03-10,Thursday,3,0,north,7.098613190324053,4382,1.066,77.624,10.9,3.2,0.9,9.5,19,28,6.8,1170,1.5,2.1,18380.25,16780.5,3676050,200
2022-03-10,Thursday,3,0,south,5.849134088927637,11470,0.714,40.947,10.9,3.2,0.9,9.5,19,28,6.8,1170,1.5,2.1,15707.206666666669,16507.5,2356081,150
2022-03-11,Friday,4,0,north,10.91738070495717,7121,0.897,57.604,11.9,6.4,4.3,10.7,18,29,1.7,422,1.1,1.4,18943.355,16896.0,3788671,200
2022-03-11,Friday,4,0,south,5.189536686057422,15987,0.314,48.736,11.9,6.4,4.3,10.7,18,29,1.7,422,1.1,1.4,16259.960264900665,16960.0,2455254,151
2022-03-14,Monday,0,0,north,5.341920163302336,8818,1.162,250.92,11.2,1.4,2.2,8.4,14,25,4.0,842,1.1,1.6,17444.905472636816,15840.0,3506426,201
2022-03-14,Monday,0,0,south,5.705879045996593,587,1.888,32.993,11.2,1.4,2.2,8.4,14,25,4.0,842,1.1,1.6,14288.953333333331,15060.0,2143343,150
2022-03-15,Tuesday,1,0,south,6.208815141621812,11333,0.636,148.027,11.4,0.2,0.0,6.5,13,20,2.4,821,1.2,1.7,14787.08,15857.0,2218062,150
2022-03-16,Wednesday,2,0,north,7.38575,40,5.128,11.207,9.5,3.6,0.3,8.0,13,19,5.9,1125,1.3,1.9,18729.99502487562,16875.0,3764729,201
2022-03-16,Wednesday,2,0,south,7.893677785727061,11182,1.933,83.395,9.5,3.6,0.3,8.0,13,19,5.9,1125,1.3,1.9,15854.885906040268,16423.0,2362378,149
2022-03-22,Tuesday,1,0,north,18.62261001029336,15544,10.565,132.929,15.3,3.4,0.0,8.5,14,21,10.7,1435,1.7,2.5,17729.6815920398,15839.0,3563666,201
2022-03-22,Tuesday,1,0,south,18.46701771763393,7168,10.38,121.563,15.3,3.4,0.0,8.5,14,21,10.7,1435,1.7,2.5,14657.778523489931,14931.0,2184009,149
2022-03-23,Wednesday,2,0,north,18.84047397213437,11699,9.257,94.942,15.5,0.8,0.0,5.7,10,15,9.7,1464,1.7,2.5,18021.457711442785,16943.0,3622313,201
2022-03-23,Wednesday,2,0,south,14.433061440677966,472,8.28,26.232,15.5,0.8,0.0,5.7,10,15,9.7,1464,1.7,2.5,15362.837837837838,16393.0,2273700,148
2022-03-24,Thursday,3,0,north,14.978421519718532,19043,4.541,264.216,17.6,3.1,0.0,3.5,8,11,7.5,1288,1.8,2.4,18348.910447761195,16837.0,3688131,201
2022-03-24,Thursday,3,0,south,23.06516430020284,493,10.872,196.541,17.6,3.1,0.0,3.5,8,11,7.5,1288,1.8,2.4,15703.120805369128,16882.0,2339765,149
2022-03-25,Friday,4,0,north,21.32928258169052,18515,7.818,194.517,16.1,1.2,0.0,4.5,9,11,8.3,1462,1.6,2.3,19082.268656716416,16800.0,3835536,201
2022-03-25,Friday,4,0,south,23.77223017902813,782,14.927,63.431,16.1,1.2,0.0,4.5,9,11,8.3,1462,1.6,2.3,16280.154362416108,16987.0,2425743,149
2022-03-28,Monday,0,0,north,16.33555763888889,17280,8.22,202.519,15.0,-0.3,0.0,4.0,9,15,11.7,1728,1.7,2.4,17374.13930348259,16064.0,3492202,201
2022-03-28,Monday,0,0,south,18.054099866844208,751,9.602,65.084,15.0,-0.3,0.0,4.0,9,15,11.7,1728,1.7,2.4,14352.736486486489,15394.0,2124205,148
2022-03-29,Tuesday,1,0,north,29.32461876699909,17648,16.168,335.137,12.6,3.3,0.0,4.3,8,13,5.1,1028,1.2,1.7,17882.8407960199,16337.0,3594451,201
2022-03-29,Tuesday,1,0,south,27.639167464114838,836,17.831,78.753,12.6,3.3,0.0,4.3,8,13,5.1,1028,1.2,1.7,15505.587837837838,16442.5,2294827,148
2022-03-30,Wednesday,2,0,north,10.79942120765832,2716,1.651,119.8,7.8,1.3,0.8,10.2,19,27,0.2,660,0.9,1.4,18116.825870646768,16211.0,3641482,201
2022-03-30,Wednesday,2,0,south,8.72277941050833,11705,1.85,148.853,7.8,1.3,0.8,10.2,19,27,0.2,660,0.9,1.4,15637.429530201342,16017.0,2329977,149
2022-03-31,Thursday,3,0,south,4.472397492891186,24969,0.728,83.891,7.9,-1.4,0.0,11.8,19,27,7.4,1526,1.9,3.0,16192.72972972973,17108.0,2396524,148
2022-04-01,Friday,4,0,south,4.752723850031506,12696,0.758,241.882,8.5,-2.5,1.6,9.7,14,20,6.6,1379,1.3,2.2,16754.324324324323,17465.0,2479640,148
2022-04-04,Monday,0,0,north,2.496044657013001,18922,0.086,219.483,13.3,8.7,0.1,19.3,27,35,0.3,863,1.3,2.2,17416.830845771143,15442.0,3500783,201
2022-04-04,Monday,0,0,south,2.371754846066134,877,0.529,54.05,13.3,8.7,0.1,19.3,27,35,0.3,863,1.3,2.2,14470.771812080537,15275.0,2156145,149
2022-04-05,Tuesday,1,0,north,10.789918083462132,647,1.274,67.88,12.8,8.4,2.1,14.4,22,33,0.5,946,1.7,2.6,17838.99502487562,16222.0,3585638,201
2022-04-05,Tuesday,1,0,south,5.619888553600655,19552,0.65,134.894,12.8,8.4,2.1,14.4,22,33,0.5,946,1.7,2.6,15105.724832214764,15717.0,2250753,149
2022-04-06,Wednesday,2,0,north,7.326308370044052,227,1.463,90.21,11.9,6.1,2.4,15.5,25,43,5.3,1405,2.1,3.3,18205.43283582089,16388.0,3659292,201
2022-04-06,Wednesday,2,0,south,5.221024741081704,12166,0.72,239.196,11.9,6.1,2.4,15.5,25,43,5.3,1405,2.1,3.3,15940.859060402683,16592.0,2375188,149
2022-04-07,Thursday,3,0,north,7.143077028347996,5115,1.899,85.049,10.7,1.1,0.1,18.8,30,42,7.4,1579,2.1,3.6,18553.64676616916,16468.0,3729283,201
2022-04-07,Thursday,3,0,south,6.979335205571782,4451,1.761,91.192,10.7,1.1,0.1,18.8,30,42,7.4,1579,2.1,3.6,16335.604026845638,17045.0,2434005,149
2022-04-11,Monday,0,0,north,11.701819008724708,10774,3.314,57.864,11.7,7.7,1.7,11.5,19,30,1.8,764,1.8,2.5,15623.268656716418,13499.0,3140277,201
2022-04-11,Monday,0,0,south,11.66579377340824,4272,3.145,42.682,11.7,7.7,1.7,11.5,19,30,1.8,764,1.8,2.5,13354.0,13090.0,1989746,149
2022-04-12,Tuesday,1,0,north,24.11576886035313,1246,15.259,82.488,9.7,4.7,6.5,5.9,13,21,0.0,241,0.5,0.7,16757.420792079207,14296.0,3384999,202
2022-04-12,Tuesday,1,0,south,20.8244753984754,1443,14.707,34.235,9.7,4.7,6.5,5.9,13,21,0.0,241,0.5,0.7,14216.053333333331,14182.0,2132408,150
2022-04-13,Wednesday,2,0,north,7.235842122502456,9159,0.791,147.719,16.4,4.8,0.0,5.3,10,15,2.4,1174,1.8,2.5,18157.505,15920.0,3631501,200
2022-04-13,Wednesday,2,0,south,6.257880952380953,504,1.693,19.699,16.4,4.8,0.0,5.3,10,15,2.4,1174,1.8,2.5,15308.053691275169,15848.0,2280900,149
2022-04-14,Thursday,3,0,north,4.371840909090909,836,0.898,15.337,14.1,3.2,0.0,5.3,11,16,0.1,876,1.4,1.9,15352.615,10050.5,3070523,200
2022-04-14,Thursday,3,0,south,5.136098832341926,22695,0.528,151.203,14.1,3.2,0.0,5.3,11,16,0.1,876,1.4,1.9,14067.328859060402,12986.0,2096032,149
2022-04-15,Friday,4,0,north,6.124337203166228,1895,0.255,138.012,17.3,6.7,0.0,6.5,11,17,4.6,1297,2.0,2.8,21367.072580645163,20221.0,2649517,124
2022-04-15,Friday,4,0,south,2.1973521816982378,21222,0.086,131.877,17.3,6.7,0.0,6.5,11,17,4.6,1297,2.0,2.8,16426.442477876106,16912.0,1856188,113
2022-04-19,Tuesday,1,0,north,8.651594541139241,15168,0.943,157.685,12.0,-0.5,0.0,5.6,10,15,11.9,2222,2.2,3.3,20879.516129032258,19715.0,2589060,124
2022-04-19,Tuesday,1,0,south,9.707098432601882,6380,2.934,392.83,12.0,-0.5,0.0,5.6,10,15,11.9,2222,2.2,3.3,15705.424778761062,16940.0,1774713,113
2022-04-20,Wednesday,2,0,north,7.310377095233637,21358,0.711,120.38,14.3,-2.4,0.0,5.2,13,17,13.3,2325,2.4,3.5,15873.74358974359,12434.0,3095380,195
2022-04-20,Wednesday,2,0,south,11.753397097625331,758,4.071,48.369,14.3,-2.4,0.0,5.2,13,17,13.3,2325,2.4,3.5,13678.081632653062,13372.0,2010678,147
2022-04-21,Thursday,3,0,north,16.824663958147816,8984,7.239,127.675,14.0,1.1,0.0,11.6,18,27,9.4,2073,2.2,3.6,17952.582089552237,15787.0,3608469,201
2022-04-21,Thursday,3,0,south,21.064883610451307,2105,7.777,68.625,14.0,1.1,0.0,11.6,18,27,9.4,2073,2.2,3.6,15153.161073825504,16201.0,2257821,149
2022-04-22,Friday,4,0,north,15.277882978723405,470,5.762,107.612,14.6,7.4,0.0,14.0,20,29,5.6,1478,2.6,3.9,18160.099502487563,15603.0,3650180,201
2022-04-22,Friday,4,0,south,13.561543139542865,14569,5.359,372.683,14.6,7.4,0.0,14.0,20,29,5.6,1478,2.6,3.9,15643.053691275169,16038.0,2330815,149
2022-04-25,Monday,0,0,north,7.642169408488474,19391,1.53,190.489,11.6,3.3,0.0,8.0,13,19,6.3,1726,2.1,3.1,17774.10447761194,15640.0,3572595,201
2022-04-25,Monday,0,0,south,6.3628271711092,1163,1.61,30.943,11.6,3.3,0.0,8.0,13,19,6.3,1726,2.1,3.1,14792.6644295302,15242.0,2204107,149
2022-04-26,Tuesday,1,0,south,14.376432009925558,8060,5.624,140.08,12.9,0.9,0.0,7.1,12,21,7.3,1885,2.0,3.1,15192.106666666668,15404.0,2278816,150
2022-04-27,Wednesday,2,0,north,11.65886433471833,10349,3.595,26.333,12.0,-0.4,0.0,7.5,13,19,9.5,1942,1.8,2.9,18407.174129353232,16484.0,3699842,201
2022-04-27,Wednesday,2,0,south,10.360015228426397,591,3.959,278.759,12.0,-0.4,0.0,7.5,13,19,9.5,1942,1.8,2.9,15840.114864864863,16151.5,2344337,148
2022-04-28,Thursday,3,0,north,15.252970909090909,275,8.87,40.052,12.0,-0.4,0.0,5.4,11,15,6.7,1773,1.9,2.8,18820.44278606965,16363.0,3782909,201
2022-04-28,Thursday,3,0,south,16.100712348415698,23007,6.044,294.643,12.0,-0.4,0.0,5.4,11,15,6.7,1773,1.9,2.8,16123.369127516778,16891.0,2402382,149
2022-04-29,Friday,4,0,north,16.532548387096774,186,10.467,31.162,12.7,-1.0,0.0,5.4,10,15,9.5,1977,2.2,3.2,18940.228855721394,16761.0,3806986,201
2022-04-29,Friday,4,0,south,17.056445729537366,1124,10.055,28.526,12.7,-1.0,0.0,5.4,10,15,9.5,1977,2.2,3.2,16401.135135135137,16638.0,2427368,148
2022-05-03,Tuesday,1,0,north,10.263567080618891,19648,4.436,122.761,16.3,8.8,0.0,4.6,14,20,1.7,1095,1.8,2.5,17381.781094527363,15315.0,3493738,201
2022-05-03,Tuesday,1,0,south,9.22721554054054,1480,3.536,47.583,16.3,8.8,0.0,4.6,14,20,1.7,1095,1.8,2.5,14904.25,15986.5,2205829,148
2022-05-04,Wednesday,2,0,north,5.653643019296254,1762,0.671,95.031,16.8,6.7,0.0,10.0,18,25,8.0,2029,2.7,4.1,18067.695,16067.5,3613539,200
2022-05-04,Wednesday,2,0,south,4.930256008118456,21679,0.331,171.889,16.8,6.7,0.0,10.0,18,25,8.0,2029,2.7,4.1,15768.121621621622,16431.0,2333682,148
2022-05-05,Thursday,3,0,north,7.261469957081545,466,1.645,46.134,16.6,8.3,0.0,5.6,9,13,0.6,1052,1.8,2.5,18105.085,15960.5,3621017,200
2022-05-05,Thursday,3,0,south,5.566904117201314,19795,0.759,251.627,16.6,8.3,0.0,5.6,9,13,0.6,1052,1.8,2.5,16284.510204081633,16986.0,2393823,147
2022-05-06,Friday,4,0,south,3.196437902159542,22690,0.114,272.341,15.1,7.9,9.6,7.2,11,22,0.7,795,1.2,1.7,16702.13422818792,17686.0,2488618,149
2022-05-09,Monday,0,0,north,3.4067707869021087,5833,0.442,158.804,15.0,10.0,1.7,11.2,19,33,0.1,574,1.6,2.2,17452.48258706468,15347.0,3507949,201
2022-05-09,Monday,0,0,south,5.163204708478941,16311,0.215,284.219,15.0,10.0,1.7,11.2,19,33,0.1,574,1.6,2.2,15023.3355704698,15119.0,2238477,149
2022-05-10,Tuesday,1,0,north,6.634781487871714,19706,0.704,206.466,16.8,9.3,0.1,11.2,22,33,7.8,2285,3.5,5.1,17811.50248756219,16007.0,3580112,201
2022-05-10,Tuesday,1,0,south,7.706983624695728,4519,1.965,39.287,16.8,9.3,0.1,11.2,22,33,7.8,2285,3.5,5.1,15681.832214765102,15958.0,2336593,149
2022-05-11,Wednesday,2,0,north,5.024707900577008,22530,0.583,208.38,16.3,8.8,0.2,11.0,21,29,7.3,2021,3.1,4.6,18401.42786069652,16419.0,3698687,201
2022-05-11,Wednesday,2,0,south,6.633919504643964,1615,0.742,127.019,16.3,8.8,0.2,11.0,21,29,7.3,2021,3.1,4.6,16294.644295302014,16730.0,2427902,149
2022-05-12,Thursday,3,0,north,5.819697813638729,3842,1.335,63.885,14.7,6.0,0.7,8.8,16,25,3.3,1414,2.2,3.2,18445.2315270936,16142.0,3744382,203
2022-05-12,Thursday,3,0,south,4.097927074531012,11834,0.211,66.722,14.7,6.0,0.7,8.8,16,25,3.3,1414,2.2,3.2,16283.596026490066,17222.0,2458823,151
2022-05-13,Friday,4,0,south,17.076689713322093,593,9.267,27.305,18.1,10.1,0.0,11.8,19,29,7.6,1857,3.6,5.0,16584.94,17045.5,2487741,150
2022-05-18,Wednesday,2,0,north,23.678859712532567,11897,7.405,116.447,16.3,9.9,1.5,12.6,23,32,3.4,1441,2.6,3.9,17977.441176470587,16152.0,3667398,204
2022-05-18,Wednesday,2,0,south,13.111805747126438,870,6.194,29.966,16.3,9.9,1.5,12.6,23,32,3.4,1441,2.6,3.9,15861.86,16305.0,2379279,150
2022-05-19,Thursday,3,0,north,7.785575,40,4.536,14.471,17.6,6.9,0.0,9.8,17,26,13.4,2388,3.4,5.1,18619.147783251232,16493.0,3779687,203
2022-05-19,Thursday,3,0,south,6.362930467091296,20724,0.967,131.757,17.6,6.9,0.0,9.8,17,26,13.4,2388,3.4,5.1,16320.96,16904.0,2448144,150
2022-05-20,Friday,4,0,north,7.000410821643286,499,1.414,51.14,16.3,10.0,0.5,10.8,21,30,6.4,1721,2.8,4.1,18939.678217821784,17102.0,3825815,202
2022-05-20,Friday,4,0,south,4.2756137689614935,24853,0.398,111.111,16.3,10.0,0.5,10.8,21,30,6.4,1721,2.8,4.1,16743.246666666666,17606.5,2511487,150
2022-05-23,Monday,0,0,north,3.110155094157412,20710,0.122,339.866,15.7,8.4,1.3,9.1,19,26,5.7,1946,2.8,4.2,17362.727722772277,15642.5,3507271,202
2022-05-23,Monday,0,0,south,3.092207301173403,767,0.253,31.076,15.7,8.4,1.3,9.1,19,26,5.7,1946,2.8,4.2,14753.126666666669,15480.0,2212969,150
2022-05-24,Tuesday,1,0,north,2.992088200047935,12517,0.12,101.993,16.6,7.8,0.0,11.0,18,25,5.4,2032,3.2,4.7,17938.45812807882,15877.0,3641507,203
2022-05-24,Tuesday,1,0,south,2.461513147410358,1255,0.304,14.67,16.6,7.8,0.0,11.0,18,25,5.4,2032,3.2,4.7,15393.861842105263,16240.5,2339867,152
2022-05-25,Wednesday,2,0,north,2.971540530024642,23131,0.258,382.026,17.6,9.8,0.7,13.2,22,31,6.7,2156,3.3,5.0,18510.33333333333,17026.5,3776108,204
2022-05-25,Wednesday,2,0,south,4.6418816513761465,1090,0.762,252.831,17.6,9.8,0.7,13.2,22,31,6.7,2156,3.3,5.0,16041.17880794702,16769.0,2422218,151
2022-05-26,Thursday,3,0,south,1.9259489628260424,9738,0.08,85.015,17.6,7.9,2.0,13.0,21,31,5.5,1993,2.9,4.5,16613.72,17703.5,2492058,150
2022-05-27,Friday,4,0,south,7.385990044482101,9442,2.01,40.81,16.8,5.0,0.0,10.6,19,26,14.4,2944,3.8,5.9,16341.286666666669,16627.5,2451193,150
2022-05-30,Monday,0,0,north,7.427234177215189,316,1.633,16.874,13.5,4.9,0.8,9.7,18,26,0.4,1202,1.9,2.9,17454.99019607843,15090.0,3560818,204
2022-05-30,Monday,0,0,south,4.028758796155352,22993,0.251,108.749,13.5,4.9,0.8,9.7,18,26,0.4,1202,1.9,2.9,14564.913333333334,15367.0,2184737,150
2022-05-31,Tuesday,1,0,north,2.8352740235585863,12904,0.194,146.87,15.4,3.4,2.6,10.0,21,27,5.8,1749,2.4,3.7,18093.01470588236,15920.0,3690975,204
2022-05-31,Tuesday,1,0,south,4.482999319882112,8822,0.671,87.459,15.4,3.4,2.6,10.0,21,27,5.8,1749,2.4,3.7,15534.4,16134.5,2330160,150
2022-06-01,Wednesday,2,0,north,3.0355312307502773,8117,0.187,117.219,16.2,3.2,1.3,6.2,10,15,12.9,2636,3.3,4.8,17797.565853658536,15290.0,3648501,205
2022-06-01,Wednesday,2,0,south,3.767312474744559,17323,0.201,296.137,16.2,3.2,1.3,6.2,10,15,12.9,2636,3.3,4.8,15580.34,16421.5,2337051,150
2022-06-02,Thursday,3,0,north,5.105782888465205,4196,0.754,175.56,15.6,2.3,5.4,5.1,13,17,4.0,1353,2.0,2.8,18576.28292682927,16184.0,3808138,205
2022-06-02,Thursday,3,0,south,3.441263622754491,20040,0.252,76.049,15.6,2.3,5.4,5.1,13,17,4.0,1353,2.0,2.8,16294.443708609271,17188.0,2460461,151
2022-06-03,Friday,4,0,south,4.96399597091195,10176,0.673,47.071,15.4,9.4,0.7,9.1,15,26,6.1,1793,2.4,3.7,16200.96,16514.5,2430144,150
2022-06-07,Tuesday,1,0,north,6.682639380221215,21427,1.472,127.689,16.3,3.2,0.4,6.8,12,20,9.7,2433,2.7,4.1,17123.70731707317,15226.0,3510360,205
2022-06-07,Tuesday,1,0,south,5.282709954522487,1979,1.367,15.377,16.3,3.2,0.4,6.8,12,20,9.7,2433,2.7,4.1,14555.94,15105.5,2183391,150
2022-06-08,Wednesday,2,0,north,5.456203746732501,6886,0.62,93.162,18.3,11.3,1.3,11.5,23,32,10.1,2454,3.7,5.5,17501.48780487805,15201.0,3587805,205
2022-06-08,Wednesday,2,0,south,6.041845424371741,8436,0.648,85.417,18.3,11.3,1.3,11.5,23,32,10.1,2454,3.7,5.5,15230.735099337748,15840.0,2299841,151
2022-06-09,Thursday,3,0,south,2.0114317652538425,8588,0.076,134.479,20.3,10.8,4.9,8.3,17,25,4.6,1496,2.7,3.8,15565.529801324505,16442.0,2350395,151
2022-06-10,Friday,4,0,north,8.684417610062892,12720,0.494,109.253,18.5,11.8,4.6,11.0,19,32,9.7,2013,3.1,4.7,18563.635922330097,16593.5,3824109,206
2022-06-10,Friday,4,0,south,7.380356997971602,493,2.609,22.067,18.5,11.8,4.6,11.0,19,32,9.7,2013,3.1,4.7,16045.152317880797,15996.0,2422818,151
2022-06-13,Monday,0,0,north,7.487251013304086,20971,1.522,283.25,15.7,10.2,0.0,7.5,13,17,0.2,1235,2.4,3.3,17180.796116504855,15253.5,3539244,206
2022-06-13,Monday,0,0,south,9.258577519379845,774,1.8,78.199,15.7,10.2,0.0,7.5,13,17,0.2,1235,2.4,3.3,14318.940397350992,15030.0,2162160,151
2022-06-14,Tuesday,1,0,north,4.79164921505868,13122,0.55,110.931,17.3,10.3,0.0,5.7,11,17,1.6,1621,3.0,4.0,17401.97572815534,15008.5,3584807,206
2022-06-14,Tuesday,1,0,south,4.652452112676056,710,0.852,18.555,17.3,10.3,0.0,5.7,11,17,1.6,1621,3.0,4.0,14832.26845637584,15535.0,2210008,149
2022-06-15,Wednesday,2,0,north,6.64026549507843,22249,1.249,141.641,19.4,9.0,0.0,5.2,11,15,10.3,2553,3.8,5.2,18266.18446601942,16435.0,3762834,206
2022-06-15,Wednesday,2,0,south,6.347454918032788,1220,1.026,18.443,19.4,9.0,0.0,5.2,11,15,10.3,2553,3.8,5.2,15700.686666666666,16383.0,2355103,150
2022-06-16,Thursday,3,0,south,4.815449864720833,12197,0.286,37.88,22.6,10.1,0.0,5.6,10,17,3.6,1856,3.5,4.6,15794.825503355703,15705.0,2353429,149
2022-06-17,Friday,4,0,north,5.248758064516129,62,2.009,9.352,18.9,11.3,0.0,8.7,15,25,0.2,895,2.3,3.0,18246.47804878049,15494.0,3740528,205
2022-06-17,Friday,4,0,south,2.057415720690642,10483,0.286,45.829,18.9,11.3,0.0,8.7,15,25,0.2,895,2.3,3.0,15707.21476510067,15611.0,2340375,149
2022-06-20,Monday,0,0,north,13.14095703125,256,5.168,32.692,20.2,5.6,0.0,5.8,11,15,15.5,2960,4.0,5.7,17245.23786407767,15388.5,3552519,206
2022-06-20,Monday,0,0,south,9.6927374301676,9308,3.02,103.12,20.2,5.6,0.0,5.8,11,15,15.5,2960,4.0,5.7,14273.41610738255,14785.0,2126739,149
2022-06-21,Tuesday,1,0,north,3.84475,36,1.696,6.923,18.2,11.3,0.0,5.0,11,15,0.3,1278,2.3,3.1,17534.81951219512,15194.0,3594638,205
2022-06-21,Tuesday,1,0,south,8.172264962923729,15104,1.348,341.188,18.2,11.3,0.0,5.0,11,15,0.3,1278,2.3,3.1,14735.389261744966,15493.0,2195573,149
2022-06-22,Wednesday,2,0,north,9.780742587601075,742,5.532,20.363,19.1,13.8,0.7,3.2,6,9,0.1,994,2.0,2.5,17884.64563106796,15659.5,3684237,206
2022-06-22,Wednesday,2,0,south,7.492275327588845,19613,0.838,185.582,19.1,13.8,0.7,3.2,6,9,0.1,994,2.0,2.5,15684.324324324323,16183.5,2321280,148
2022-06-23,Thursday,3,0,north,6.9395215282589335,10103,1.797,307.801,21.9,13.7,0.0,4.7,9,12,3.9,1691,3.1,4.0,18433.74146341464,16007.0,3778917,205
2022-06-23,Thursday,3,0,south,6.087223599320883,5890,1.565,92.694,21.9,13.7,0.0,4.7,9,12,3.9,1691,3.1,4.0,16321.287671232876,17033.0,2382908,146
2022-06-24,Friday,4,0,north,3.8951564514742554,11633,0.147,310.541,18.3,11.5,1.3,8.4,15,24,4.2,1341,2.3,3.3,18697.073170731703,15772.0,3832900,205
2022-06-24,Friday,4,0,south,2.783567017082786,4566,0.099,31.196,18.3,11.5,1.3,8.4,15,24,4.2,1341,2.3,3.3,15892.403973509934,15928.0,2399753,151
2022-06-27,Monday,0,0,north,5.953427184466019,1236,1.596,17.225,16.9,8.7,0.4,9.5,14,24,6.7,2017,3.2,4.6,17074.024390243903,14718.0,3500175,205
2022-06-27,Monday,0,0,south,5.351871021620117,21554,0.66,165.514,16.9,8.7,0.4,9.5,14,24,6.7,2017,3.2,4.6,14332.826666666666,14793.5,2149924,150
2022-06-28,Tuesday,1,0,south,6.247847593804356,12073,0.477,222.095,18.8,12.3,6.8,10.0,18,30,4.5,1592,3.0,4.2,15052.26,15096.5,2257839,150
2022-06-29,Wednesday,2,0,north,6.356277888714987,18529,0.516,141.674,18.5,11.0,1.5,6.2,11,16,4.5,1697,2.9,4.0,18008.11219512195,15954.0,3691663,205
2022-06-29,Wednesday,2,0,south,5.143598639455782,2646,0.714,51.639,18.5,11.0,1.5,6.2,11,16,4.5,1697,2.9,4.0,15347.51677852349,15684.0,2286780,149
2022-06-30,Thursday,3,0,north,4.213899718011985,17022,0.615,101.328,17.6,11.1,0.6,7.1,14,19,1.3,1310,2.5,3.4,18486.1213592233,16125.5,3808141,206
2022-06-30,Thursday,3,0,south,4.310401282051282,6240,0.647,78.686,17.6,11.1,0.6,7.1,14,19,1.3,1310,2.5,3.4,15741.526666666668,15871.5,2361229,150
2022-07-11,Monday,0,0,north,5.205475656313334,21217,0.714,110.858,27.2,8.9,0.0,5.5,13,21,5.9,2041,4.0,5.2,16454.946341463416,14864.0,3373264,205
2022-07-11,Monday,0,0,south,4.966759689922481,1161,0.727,23.471,27.2,8.9,0.0,5.5,13,21,5.9,2041,4.0,5.2,13423.933774834435,13823.0,2027014,151
2022-07-12,Tuesday,1,0,north,4.491069474835887,20108,0.764,329.493,22.1,10.8,1.0,7.3,14,19,1.2,1103,2.3,3.1,16665.91219512195,14784.0,3416512,205
2022-07-12,Tuesday,1,0,south,5.622887399463807,746,1.249,29.719,22.1,10.8,1.0,7.3,14,19,1.2,1103,2.3,3.1,14052.413333333334,14953.5,2107862,150
2022-07-13,Wednesday,2,0,north,4.229285471491228,18240,0.369,255.608,20.4,10.2,0.0,9.8,14,23,9.2,2311,3.9,5.5,17025.00487804878,14726.0,3490126,205
2022-07-13,Wednesday,2,0,south,3.107281728172817,1111,0.519,16.857,20.4,10.2,0.0,9.8,14,23,9.2,2311,3.9,5.5,14365.313333333334,14666.5,2154797,150
2022-07-14,Thursday,3,0,north,3.5862949042284065,2767,0.482,274.201,19.7,10.9,0.0,9.8,14,21,8.2,2015,3.4,4.8,17291.239024390245,15053.0,3544704,205
