date,day_name,day_of_week,is_weekend,location_label,dublin_daily_avg_pm25,pm25_count,pm25_min,pm25_max,maxtp,mintp,rain,wdsp,hm,hg,sun,g_rad,pe,evap,mean_daily_site_volume,median_daily_site_volume,total_daily_site_volume,n_sites
2021-10-15,Friday,4,0,south,9.42331784068466,7595,1.122,391.3,13.1,5.5,0.4,4.9,12,16,5.6,807,0.7,1.0,16581.761904761905,17556.0,2437519,147
2021-10-18,Monday,0,0,north,2.8082278308321964,733,0.095,30.669,19.0,13.8,0.8,7.7,16,25,1.4,528,1.1,1.4,16870.13,15152.0,3374026,200
2021-10-18,Monday,0,0,south,2.7112338953264867,18209,0.071,334.644,19.0,13.8,0.8,7.7,16,25,1.4,528,1.1,1.4,14730.72972972973,15806.0,2180148,148
2021-10-19,Tuesday,1,0,south,3.943332949259591,23433,0.071,236.635,18.7,10.8,7.7,7.7,15,26,0.7,348,0.9,1.1,15360.222972972972,16275.0,2273313,148
2021-10-20,Wednesday,2,0,north,11.96910272304627,4517,3.269,71.801,12.3,7.3,5.3,7.9,23,31,4.5,580,0.9,1.2,17967.85,16195.0,3593570,200
2021-10-20,Wednesday,2,0,south,11.314160357187774,15902,3.075,124.281,12.3,7.3,5.3,7.9,23,31,4.5,580,0.9,1.2,15876.743243243243,16823.0,2349758,148
2021-10-21,Thursday,3,0,north,8.442163292847503,741,2.423,37.705,11.0,3.6,0.0,11.8,18,23,8.4,858,1.1,1.5,17780.425,15821.5,3556085,200
2021-10-21,Thursday,3,0,south,8.419672588347659,10470,2.233,380.244,11.0,3.6,0.0,11.8,18,23,8.4,858,1.1,1.5,16007.25,16766.5,2369073,148
2021-10-22,Friday,4,0,north,3.852260948432237,19295,0.473,210.903,12.5,6.7,0.2,9.4,16,23,3.5,595,1.1,1.4,18640.61,16384.0,3728122,200
2021-10-22,Friday,4,0,south,5.165795166858458,2607,0.891,220.182,12.5,6.7,0.2,9.4,16,23,3.5,595,1.1,1.4,16687.222972972973,17637.5,2469709,148
2021-10-26,Tuesday,1,0,north,9.93078947368421,931,2.784,185.967,17.0,9.7,0.7,13.5,19,33,0.5,333,1.5,1.7,16622.015,14829.5,3324403,200
2021-10-26,Tuesday,1,0,south,10.678325885024254,19378,1.744,287.913,17.0,9.7,0.7,13.5,19,33,0.5,333,1.5,1.7,14445.299319727892,15259.0,2123459,147
2021-10-27,Wednesday,2,0,north,2.6462820512820517,351,0.507,12.44,16.8,14.4,9.8,12.0,16,29,0.0,166,1.0,1.2,16948.955,15350.5,3389791,200
2021-10-27,Wednesday,2,0,south,2.2453857732069205,18669,0.091,150.706,16.8,14.4,9.8,12.0,16,29,0.0,166,1.0,1.2,15265.43918918919,16069.5,2259285,148
2021-10-28,Thursday,3,0,north,4.988068527046533,14549,0.294,277.673,15.2,10.1,10.7,4.5,12,18,0.9,263,0.5,0.6,17487.555,15730.5,3497511,200
2021-10-28,Thursday,3,0,south,5.204423544375353,7076,0.523,100.162,15.2,10.1,10.7,4.5,12,18,0.9,263,0.5,0.6,16041.734693877552,17140.0,2358135,147
2021-10-29,Friday,4,0,north,7.306156047456882,18206,1.194,174.107,12.9,8.5,7.4,6.3,11,16,4.8,585,0.6,0.9,18016.405,15933.5,3603281,200
2021-10-29,Friday,4,0,south,6.474947115384616,1872,1.209,55.082,12.9,8.5,7.4,6.3,11,16,4.8,585,0.6,0.9,16703.30612244898,17577.0,2455386,147
2021-11-01,Monday,0,0,north,4.1634849508368985,13323,0.498,56.078,10.2,4.7,1.2,12.9,22,35,2.1,366,0.8,1.0,17185.475,15391.0,3437095,200
2021-11-01,Monday,0,0,south,3.8150925925925927,486,0.926,10.433,10.2,4.7,1.2,12.9,22,35,2.1,366,0.8,1.0,15230.619047619048,16140.0,2238901,147
2021-11-02,Tuesday,1,0,north,6.765915760280799,23077,0.946,382.306,10.1,3.7,0.0,9.0,13,17,4.8,556,0.5,0.7,16896.975,15108.0,3379395,200
2021-11-02,Tuesday,1,0,south,9.522747252747251,728,2.28,100.68,10.1,3.7,0.0,9.0,13,17,4.8,556,0.5,0.7,15235.371621621622,15848.5,2254835,148
2021-11-03,Wednesday,2,0,north,4.844428090381143,20491,0.148,107.686,10.0,3.4,0.0,11.7,19,26,7.6,687,0.6,0.8,17155.64,15253.5,3431128,200
2021-11-03,Wednesday,2,0,south,10.124262893982808,1396,2.0,101.838,10.0,3.4,0.0,11.7,19,26,7.6,687,0.6,0.8,15681.326530612245,16619.0,2305155,147
2021-11-04,Thursday,3,0,north,5.165358793895392,13498,0.381,211.166,9.6,3.2,0.0,10.5,15,21,5.8,589,0.6,0.8,17805.49,15868.0,3561098,200
2021-11-04,Thursday,3,0,south,5.793025157232704,318,1.275,51.5,9.6,3.2,0.0,10.5,15,21,5.8,589,0.6,0.8,16268.122448979591,17381.0,2391414,147
2021-11-05,Friday,4,0,north,5.808081616481776,11358,0.812,334.956,11.0,6.6,0.0,7.5,15,19,0.2,328,0.6,0.8,18677.7,16489.0,3735540,200
2021-11-05,Friday,4,0,south,6.090316960148286,10790,1.213,158.407,11.0,6.6,0.0,7.5,15,19,0.2,328,0.6,0.8,16778.557823129253,18217.0,2466448,147
2021-11-08,Monday,0,0,north,4.59592735042735,468,1.324,10.96,16.4,6.1,2.3,7.3,13,25,2.2,326,0.7,0.9,17179.905,15227.0,3435981,200
2021-11-08,Monday,0,0,south,5.697849600257553,18637,0.81,96.427,16.4,6.1,2.3,7.3,13,25,2.2,326,0.7,0.9,14902.700680272108,15941.0,2190697,147
2021-11-09,Tuesday,1,0,north,5.480022755054067,10635,0.392,140.942,14.0,9.6,0.1,8.6,15,22,2.0,274,0.6,0.8,17536.635,15551.0,3507327,200
2021-11-09,Tuesday,1,0,south,10.258002623083131,9912,0.473,128.849,14.0,9.6,0.1,8.6,15,22,2.0,274,0.6,0.8,15461.1768707483,16852.0,2272793,147
2021-11-10,Wednesday,2,0,south,11.779131781954565,23463,2.41,397.632,11.6,6.9,0.0,3.9,10,13,3.0,443,0.3,0.5,15970.714285714286,17119.0,2347695,147
2021-11-11,Thursday,3,0,south,3.488355394474209,19038,0.071,185.862,14.3,3.7,1.1,9.1,19,29,0.1,219,0.6,0.8,16553.175675675677,17603.0,2449870,148
2021-11-12,Friday,4,0,north,3.009147342995169,414,0.956,6.318,13.2,10.0,0.7,15.0,23,32,0.5,232,0.9,1.1,18999.815,16732.0,3799963,200
2021-11-12,Friday,4,0,south,4.462704088826225,17022,0.289,381.352,13.2,10.0,0.7,15.0,23,32,0.5,232,0.9,1.1,17443.27210884354,18354.0,2564161,147
2021-11-15,Monday,0,0,north,6.6839141078400335,18954,1.264,102.827,12.4,5.9,0.7,5.5,15,19,1.7,279,0.2,0.3,17276.59,15420.0,3455318,200
2021-11-15,Monday,0,0,south,6.647894789579159,1996,1.899,39.39,12.4,5.9,0.7,5.5,15,19,1.7,279,0.2,0.3,14663.90476190476,15865.0,2155594,147
2021-11-16,Tuesday,1,0,north,5.632689651892715,10514,0.491,297.57,10.9,7.4,0.0,8.0,16,25,0.3,176,0.5,0.7,16447.104265402842,14813.0,3470339,211
2021-11-16,Tuesday,1,0,south,6.409034765432098,10125,0.751,246.176,10.9,7.4,0.0,8.0,16,25,0.3,176,0.5,0.7,14549.398692810457,15526.0,2226058,153
2021-11-17,Wednesday,2,0,north,20.71309195402299,696,9.107,298.088,10.9,6.8,0.0,9.1,15,22,0.2,260,0.6,0.7,17802.86,16259.5,3560572,200
2021-11-17,Wednesday,2,0,south,17.271744617530807,21505,6.582,260.575,10.9,6.8,0.0,9.1,15,22,0.2,260,0.6,0.7,15693.851351351352,16661.5,2322690,148
2021-11-18,Thursday,3,0,north,6.204278010227801,2151,1.302,71.374,13.3,10.4,0.0,9.5,14,25,0.3,209,0.6,0.7,18162.36,16071.5,3632472,200
2021-11-18,Thursday,3,0,south,3.928248983792128,19435,0.215,211.982,13.3,10.4,0.0,9.5,14,25,0.3,209,0.6,0.7,16177.04054054054,17107.5,2394202,148
2021-11-19,Friday,4,0,north,3.075860652591171,13025,0.143,122.411,12.3,8.9,0.0,6.5,11,18,2.9,353,0.5,0.6,18474.77,16299.5,3694954,200
2021-11-19,Friday,4,0,south,3.068574119863417,8493,0.114,103.747,12.3,8.9,0.0,6.5,11,18,2.9,353,0.5,0.6,16407.425675675677,17357.5,2428299,148
2021-11-23,Tuesday,1,0,north,7.095241067149476,18779,0.921,173.049,7.0,-0.1,0.0,5.9,10,13,0.0,123,0.4,0.5,17162.485,15036.5,3432497,200
2021-11-23,Tuesday,1,0,south,10.558623244929798,2564,1.722,93.946,7.0,-0.1,0.0,5.9,10,13,0.0,123,0.4,0.5,14897.858108108108,15921.5,2204883,148
2021-11-24,Wednesday,2,0,north,7.659931837952032,16094,2.287,237.505,7.3,1.0,0.3,8.1,17,21,0.2,192,0.3,0.4,17084.13930348259,15289.0,3433912,201
2021-11-24,Wednesday,2,0,south,5.47170884255931,8346,1.982,314.646,7.3,1.0,0.3,8.1,17,21,0.2,192,0.3,0.4,15117.755102040815,16417.0,2222310,147
2021-11-25,Thursday,3,0,north,13.427884883897404,13178,4.334,125.51,6.1,0.7,0.0,10.7,16,24,2.6,345,0.4,0.4,17863.765,15930.5,3572753,200
2021-11-25,Thursday,3,0,south,12.794718637992831,558,7.415,29.762,6.1,0.7,0.0,10.7,16,24,2.6,345,0.4,0.4,16028.292517006805,17155.0,2356159,147
2021-11-26,Friday,4,0,north,9.163840583841724,17539,0.574,285.749,8.0,1.6,0.3,19.2,28,38,3.5,308,0.5,0.6,18318.08542713568,16388.0,3645299,199
2021-11-26,Friday,4,0,south,9.75589243697479,1190,3.314,27.744,8.0,1.6,0.3,19.2,28,38,3.5,308,0.5,0.6,16544.210884353743,18417.0,2431999,147
2021-11-29,Monday,0,0,north,5.477621669447394,19779,0.62,377.994,9.1,1.4,0.0,8.8,17,26,0.1,167,0.3,0.4,16768.743718592967,14763.0,3336980,199
2021-11-29,Monday,0,0,south,4.542536315789474,1900,1.792,12.298,9.1,1.4,0.0,8.8,17,26,0.1,167,0.3,0.4,14556.034013605442,15553.0,2139737,147
2021-11-30,Tuesday,1,0,north,3.601144914491449,1111,0.225,126.424,10.7,7.9,4.3,14.4,25,35,0.1,122,0.5,0.7,17097.638190954774,15459.0,3402430,199
2021-11-30,Tuesday,1,0,south,2.630839753200323,17342,0.21,196.802,10.7,7.9,4.3,14.4,25,35,0.1,122,0.5,0.7,15251.299319727892,16623.0,2241941,147
2021-12-01,Wednesday,2,0,south,8.741682354041915,21376,0.694,144.587,8.0,1.1,0.5,16.4,26,38,2.8,241,0.4,0.5,15683.374149659863,17010.0,2305456,147
2021-12-02,Thursday,3,0,north,10.425416165839213,11481,2.24,189.555,8.0,0.9,8.2,8.5,13,25,2.6,291,0.1,0.1,17840.603015075376,15970.0,3550280,199
2021-12-02,Thursday,3,0,south,7.4885835497835505,1155,2.682,49.878,8.0,0.9,8.2,8.5,13,25,2.6,291,0.1,0.1,16321.77551020408,17337.0,2399301,147
2021-12-03,Friday,4,0,north,12.946577194752772,991,5.963,39.62,9.0,5.8,1.3,8.0,23,33,0.0,87,0.4,0.5,18436.597989949747,16617.0,3668883,199
2021-12-03,Friday,4,0,south,18.089666963783078,21316,6.08,234.63,9.0,5.8,1.3,8.0,23,33,0.0,87,0.4,0.5,17268.736486486487,18550.0,2555773,148
2021-12-06,Monday,0,0,north,8.786513513513514,370,3.798,17.736,7.3,1.9,2.4,10.5,17,28,4.8,281,0.2,0.2,16966.1,15270.5,3393220,200
2021-12-06,Monday,0,0,south,8.400366887588225,23236,0.882,205.711,7.3,1.9,2.4,10.5,17,28,4.8,281,0.2,0.2,15018.655405405403,16216.0,2222761,148
2021-12-07,Tuesday,1,0,north,1.6285652173913043,69,0.662,4.3,8.6,1.8,10.8,16.8,29,48,2.1,242,0.4,0.5,14563.625,13498.0,2912725,200
2021-12-07,Tuesday,1,0,south,7.133169012062033,20892,0.244,63.697,8.6,1.8,10.8,16.8,29,48,2.1,242,0.4,0.5,13218.331081081082,13926.0,1956313,148
2021-12-08,Wednesday,2,0,north,11.244781862531578,11479,4.0,55.926,5.7,1.9,8.5,24.4,35,50,0.1,112,0.8,1.2,16331.255,14674.5,3266251,200
2021-12-08,Wednesday,2,0,south,12.552322164948457,388,6.385,19.9,5.7,1.9,8.5,24.4,35,50,0.1,112,0.8,1.2,14874.945945945949,16099.0,2201492,148
2021-12-09,Thursday,3,0,north,10.202337834151663,7332,0.358,91.035,9.3,2.5,0.2,10.6,21,28,0.1,154,0.4,0.5,18127.7,16151.0,3625540,200
2021-12-09,Thursday,3,0,south,5.16919143016138,14376,0.285,99.584,9.3,2.5,0.2,10.6,21,28,0.1,154,0.4,0.5,16442.83108108108,17797.5,2433539,148
2021-12-10,Friday,4,0,south,11.36388787096774,7750,4.552,147.062,5.9,1.1,0.0,11.8,17,25,6.3,313,0.3,0.3,16977.567567567567,18125.5,2512680,148
2021-12-13,Monday,0,0,north,15.272337387898157,19402,3.433,291.505,7.9,0.4,0.0,4.0,11,17,0.0,110,0.3,0.4,16650.55,15406.0,3330110,200
2021-12-13,Monday,0,0,south,15.237914040114612,1047,4.393,49.526,7.9,0.4,0.0,4.0,11,17,0.0,110,0.3,0.4,14454.398648648648,15887.0,2139251,148
2021-12-14,Tuesday,1,0,north,5.323804013639667,17889,0.916,83.877,9.0,-1.4,0.0,7.5,12,21,6.5,328,0.1,0.1,17958.355,16070.0,3591671,200
2021-12-14,Tuesday,1,0,south,6.138171213208902,2786,1.171,46.162,9.0,-1.4,0.0,7.5,12,21,6.5,328,0.1,0.1,15694.27027027027,16931.0,2322752,148
2021-12-15,Wednesday,2,0,north,5.686030317882649,14282,0.451,284.956,11.2,7.3,0.0,8.5,14,24,6.2,308,0.3,0.3,18099.86069651741,16498.0,3638072,201
2021-12-15,Wednesday,2,0,south,5.105298678218372,9003,0.555,258.585,11.2,7.3,0.0,8.5,14,24,6.2,308,0.3,0.3,16182.337837837838,17594.0,2394986,148
2021-12-16,Thursday,3,0,north,9.748121306220575,9983,2.085,78.691,11.6,5.4,0.0,3.8,8,12,1.8,188,0.3,0.4,18684.3216080402,17038.0,3718180,199
2021-12-16,Thursday,3,0,south,8.490953861584755,997,2.342,131.675,11.6,5.4,0.0,3.8,8,12,1.8,188,0.3,0.4,16687.527027027027,17999.5,2469754,148
2021-12-17,Friday,4,0,north,10.10602355880778,16809,3.356,216.157,9.3,5.7,0.0,7.0,10,19,0.0,70,0.6,0.7,19198.658291457286,17305.0,3820533,199
2021-12-17,Friday,4,0,south,11.786781065088755,507,5.555,74.463,9.3,5.7,0.0,7.0,10,19,0.0,70,0.6,0.7,17348.263513513513,18512.0,2567543,148
2021-12-20,Monday,0,0,north,10.597359037328095,18324,3.125,111.712,7.2,5.7,0.0,7.1,13,18,0.0,70,0.5,0.7,18058.467336683418,16405.0,3593635,199
2021-12-20,Monday,0,0,south,13.647098395721926,935,4.579,91.718,7.2,5.7,0.0,7.1,13,18,0.0,70,0.5,0.7,15716.675675675677,17348.0,2326068,148
2021-12-21,Tuesday,1,0,north,18.033433736240017,18532,5.74,230.085,6.6,4.8,0.0,9.3,17,25,0.0,58,0.8,1.0,18185.43216080402,16313.0,3618901,199
2021-12-21,Tuesday,1,0,south,19.59468968386023,1202,10.421,70.369,6.6,4.8,0.0,9.3,17,25,0.0,58,0.8,1.0,15743.47972972973,17269.5,2330035,148
2021-12-22,Wednesday,2,0,south,8.722738387978142,1464,3.491,23.215,10.3,5.2,6.6,12.8,21,29,0.0,50,0.6,0.8,15678.412162162162,16749.5,2320405,148
2021-12-23,Thursday,3,0,north,4.6474417364813405,1313,1.505,16.822,13.0,4.3,0.0,7.4,13,22,2.6,225,0.2,0.2,17855.954773869347,16396.0,3553335,199
2021-12-23,Thursday,3,0,south,8.049397423996286,17236,0.499,94.948,13.0,4.3,0.0,7.4,13,22,2.6,225,0.2,0.2,14703.141891891892,15836.5,2176065,148
2021-12-24,Friday,4,0,north,18.154191550625445,21185,3.61,86.704,9.9,1.7,2.2,7.2,15,22,0.0,60,0.3,0.4,15006.678391959798,13720.0,2986329,199
2021-12-24,Friday,4,0,south,17.78177445432498,1237,3.941,42.386,9.9,1.7,2.2,7.2,15,22,0.0,60,0.3,0.4,11968.216216216217,13060.0,1771296,148
2022-01-04,Tuesday,1,0,south,11.71599797102817,21193,3.485,94.867,3.8,-0.3,0.0,12.0,17,23,5.7,307,0.4,0.4,11678.5,12478.5,1728418,148
2022-01-06,Thursday,3,0,south,7.412764096566702,11971,1.188,67.58,9.0,-0.1,3.5,11.2,18,31,1.3,139,0.6,0.8,12678.682432432432,13035.5,1876445,148
2022-01-07,Friday,4,0,north,4.43741667992997,12566,0.482,74.375,6.8,0.3,2.7,9.2,14,24,1.4,150,0.3,0.5,15840.522613065326,14387.0,3152264,199
2022-01-07,Friday,4,0,south,6.104971935483871,6200,0.815,146.468,6.8,0.3,2.7,9.2,14,24,1.4,150,0.3,0.5,13312.45945945946,13440.0,1970244,148
2022-01-10,Monday,0,0,north,4.750268557260188,19359,0.707,399.069,12.1,6.2,0.7,6.5,14,20,0.1,204,0.3,0.4,15690.819095477387,14054.0,3122473,199
2022-01-10,Monday,0,0,south,4.434176318701586,2711,0.9,161.882,12.1,6.2,0.7,6.5,14,20,0.1,204,0.3,0.4,12656.925675675677,13320.0,1873225,148
2022-01-11,Tuesday,1,0,north,18.259831897997987,8941,7.342,132.629,8.3,4.3,0.0,5.5,9,14,5.3,316,0.2,0.3,16039.40703517588,14805.0,3191842,199
2022-01-11,Tuesday,1,0,south,16.681529449978346,4618,6.627,99.238,8.3,4.3,0.0,5.5,9,14,5.3,316,0.2,0.3,13120.066666666668,13891.0,1968010,150
2022-01-12,Wednesday,2,0,north,15.071714285714288,14,9.35,23.415,10.1,4.0,0.0,5.5,9,15,7.1,396,0.2,0.3,16551.30150753769,15136.0,3293709,199
2022-01-12,Wednesday,2,0,south,13.11066236345581,21147,2.813,388.335,10.1,4.0,0.0,5.5,9,15,7.1,396,0.2,0.3,13657.402684563758,15095.0,2034953,149
2022-01-13,Thursday,3,0,north,12.201716290212184,17532,2.64,247.495,6.2,2.0,0.0,4.7,11,18,2.0,231,0.3,0.4,16614.54,15414.0,3322908,200
2022-01-13,Thursday,3,0,south,9.30344238323876,4582,2.737,48.075,6.2,2.0,0.0,4.7,11,18,2.0,231,0.3,0.4,14030.543624161071,15229.0,2090551,149
2022-01-14,Friday,4,0,north,21.915394915513808,19589,7.001,387.41,7.4,-1.2,0.0,3.0,8,10,2.5,257,0.1,0.3,17209.93,15716.5,3441986,200
2022-01-14,Friday,4,0,south,24.476574235807863,1374,6.191,214.976,7.4,-1.2,0.0,3.0,8,10,2.5,257,0.1,0.3,14458.12,15321.5,2168718,150
2022-01-17,Monday,0,0,north,18.317063333333333,600,9.896,349.332,7.6,-3.1,0.0,4.0,7,10,7.4,426,0.1,0.2,16187.865,14576.0,3237573,200
2022-01-17,Monday,0,0,south,18.37928654447921,8948,7.776,337.971,7.6,-3.1,0.0,4.0,7,10,7.4,426,0.1,0.2,13336.68,14405.0,2000502,150
2022-01-18,Tuesday,1,0,north,8.800620408163265,245,3.013,28.425,9.4,-4.0,0.0,6.2,13,21,1.0,237,0.2,0.3,16427.59,14797.0,3285518,200
2022-01-18,Tuesday,1,0,south,8.333385403519193,13469,1.594,149.734,9.4,-4.0,0.0,6.2,13,21,1.0,237,0.2,0.3,13801.346666666666,14165.5,2070202,150
2022-01-19,Wednesday,2,0,north,8.811284354014232,9977,2.085,129.219,9.6,2.6,0.4,11.1,21,34,4.9,392,0.2,0.3,16932.94,15396.0,3386588,200
2022-01-19,Wednesday,2,0,south,11.89067463706234,1171,3.138,189.724,9.6,2.6,0.4,11.1,21,34,4.9,392,0.2,0.3,14298.26845637584,15081.0,2130442,149
2022-01-20,Thursday,3,0,north,11.91423059781029,10321,4.659,140.872,6.3,0.6,0.0,6.7,13,15,0.9,260,0.3,0.4,17090.425,15408.0,3418085,200
2022-01-20,Thursday,3,0,south,12.345056074766354,535,5.844,24.101,6.3,0.6,0.0,6.7,13,15,0.9,260,0.3,0.4,14568.161073825504,15377.0,2170656,149
2022-01-24,Monday,0,0,north,30.677422515681744,15145,17.79,257.715,8.7,0.3,0.0,5.1,10,14,5.3,411,0.3,0.4,16515.795,15218.5,3303159,200
2022-01-24,Monday,0,0,south,28.20290511307768,2034,20.544,54.005,8.7,0.3,0.0,5.1,10,14,5.3,411,0.3,0.4,13832.127516778524,14723.0,2060987,149
2022-01-25,Tuesday,1,0,south,13.92805803664739,14353,3.143,165.213,7.5,3.2,0.0,4.0,9,12,0.0,123,0.5,0.7,14399.393333333332,15101.5,2159909,150
2022-01-26,Wednesday,2,0,north,12.774861824537556,20597,3.375,360.115,10.1,4.7,0.2,9.0,15,27,5.1,454,0.3,0.4,17410.675,16225.5,3482135,200
2022-01-26,Wednesday,2,0,south,11.935257359924028,1053,3.786,181.611,10.1,4.7,0.2,9.0,15,27,5.1,454,0.3,0.4,14955.78523489933,15797.0,2228412,149
2022-01-27,Thursday,3,0,north,6.924874651645419,16865,0.646,106.481,10.3,3.4,1.0,9.5,15,21,3.5,386,0.2,0.3,17838.87,16376.0,3567774,200
2022-01-27,Thursday,3,0,south,6.266708333333334,528,2.148,30.65,10.3,3.4,1.0,9.5,15,21,3.5,386,0.2,0.3,15348.16,16005.5,2302224,150
2022-01-28,Friday,4,0,north,2.699741260666116,3633,0.534,149.81,12.0,3.3,0.0,9.6,20,31,0.5,334,0.5,0.6,18237.835,16770.5,3647567,200
2022-01-28,Friday,4,0,south,4.179765625,1664,0.763,94.678,12.0,3.3,0.0,9.6,20,31,0.5,334,0.5,0.6,15993.8,16473.0,2399070,150
2022-02-01,Tuesday,1,0,north,2.952061990212072,1226,0.626,28.237,10.8,8.5,0.3,18.5,25,34,0.1,252,0.7,0.9,17495.35175879397,15779.0,3481575,199
2022-02-01,Tuesday,1,0,south,2.505490095548823,12873,0.166,71.423,10.8,8.5,0.3,18.5,25,34,0.1,252,0.7,0.9,14753.246666666666,15184.5,2212987,150
2022-02-02,Wednesday,2,0,north,9.486694430631529,12066,3.386,84.259,10.3,7.6,0.0,8.7,18,28,0.0,179,0.5,0.7,17773.895,16421.0,3554779,200
2022-02-02,Wednesday,2,0,south,10.682067997504678,1603,4.458,45.676,10.3,7.6,0.0,8.7,18,28,0.0,179,0.5,0.7,15225.818791946307,15926.0,2268647,149
2022-02-03,Thursday,3,0,north,7.615706129260645,19774,0.882,365.678,11.4,4.5,3.5,10.7,29,36,4.3,448,0.7,0.8,18343.38,16447.0,3668676,200
2022-02-03,Thursday,3,0,south,14.797231366459629,1288,3.025,37.813,11.4,4.5,3.5,10.7,29,36,4.3,448,0.7,0.8,15765.489932885906,16629.0,2349058,149
2022-02-04,Friday,4,0,north,3.95928162601626,12300,0.405,57.589,6.6,1.6,1.0,11.8,24,33,5.9,550,0.5,0.7,18589.335,16702.0,3717867,200
2022-02-04,Friday,4,0,south,4.927932596291013,2804,1.572,29.8,6.6,1.6,1.0,11.8,24,33,5.9,550,0.5,0.7,16364.530201342282,16417.0,2438315,149
2022-02-07,Monday,0,0,north,13.488357142857142,238,5.135,48.451,11.4,3.1,0.0,9.4,16,28,0.8,312,0.6,0.8,17212.765,15425.0,3442553,200
2022-02-07,Monday,0,0,south,5.092636971381356,13313,0.272,165.107,11.4,3.1,0.0,9.4,16,28,0.8,312,0.6,0.8,14201.648648648648,14801.5,2101844,148
2022-02-08,Tuesday,1,0,north,2.5199777982638087,13017,0.343,65.091,11.3,7.9,5.0,9.8,16,28,0.0,233,0.5,0.7,17540.595,16073.5,3508119,200
2022-02-08,Tuesday,1,0,south,2.8839776785714286,672,1.168,12.111,11.3,7.9,5.0,9.8,16,28,0.0,233,0.5,0.7,14810.426666666666,14715.5,2221564,150
2022-02-09,Wednesday,2,0,north,16.936023655913978,930,4.742,98.215,7.9,2.7,0.1,8.7,17,26,3.2,506,0.4,0.6,17384.025,15638.0,3476805,200
2022-02-09,Wednesday,2,0,south,11.086700415482175,9146,3.051,186.909,7.9,2.7,0.1,8.7,17,26,3.2,506,0.4,0.6,14825.32,15333.0,2223798,150
2022-02-10,Thursday,3,0,north,8.509834632034632,1155,2.893,116.852,7.0,0.9,0.0,11.9,23,29,6.9,672,0.8,1.1,18181.195,16382.0,3636239,200
2022-02-10,Thursday,3,0,south,7.526091512122202,21407,0.94,170.169,7.0,0.9,0.0,11.9,23,29,6.9,672,0.8,1.1,15599.013333333334,16591.0,2339852,150
2022-02-11,Friday,4,0,north,8.179049030090118,6547,1.612,173.686,8.4,0.6,0.2,10.9,21,34,2.6,491,0.8,1.1,18399.32,16456.5,3679864,200
2022-02-11,Friday,4,0,south,8.103570012882766,10091,1.639,312.956,8.4,0.6,0.2,10.9,21,34,2.6,491,0.8,1.1,16168.080536912752,16119.0,2409044,149
2022-02-14,Monday,0,0,north,7.087890508996054,14951,1.215,238.276,8.3,3.3,0.5,14.3,26,34,5.0,628,0.9,1.3,17497.465,15809.0,3499493,200
2022-02-14,Monday,0,0,south,11.619748478701826,493,2.613,59.48,8.3,3.3,0.5,14.3,26,34,5.0,628,0.9,1.3,14799.503355704695,15953.0,2205126,149
2022-02-15,Tuesday,1,0,north,24.449847133757963,2355,9.166,123.217,10.9,5.8,6.3,11.8,21,35,0.0,311,0.7,1.0,17484.225,15585.0,3496845,200
2022-02-15,Tuesday,1,0,south,21.469773493093346,19112,9.997,259.003,10.9,5.8,6.3,11.8,21,35,0.0,311,0.7,1.0,14977.630872483222,15849.0,2231667,149
2022-02-16,Wednesday,2,0,north,12.075018645357687,10512,0.223,150.301,13.5,6.3,2.4,18.0,29,47,0.8,340,0.9,1.3,17753.059405940596,16182.5,3586118,202
2022-02-16,Wednesday,2,0,south,10.387432555365,13411,0.739,78.061,13.5,6.3,2.4,18.0,29,47,0.8,340,0.9,1.3,15491.31081081081,16175.5,2292714,148
2022-02-17,Thursday,3,0,south,4.838322890790321,21738,0.657,111.806,7.2,3.1,5.2,10.2,18,29,1.4,463,0.8,1.0,15859.469798657718,16782.0,2363061,149
2022-02-18,Friday,4,0,north,4.649254052247535,17953,0.113,381.822,7.6,0.5,5.0,17.5,39,54,2.5,479,0.6,1.0,18104.1592039801,16481.0,3638936,201
2022-02-18,Friday,4,0,south,2.9047978125,3200,0.122,59.187,7.6,0.5,5.0,17.5,39,54,2.5,479,0.6,1.0,16200.28187919463,16569.0,2413842,149
2022-02-22,Tuesday,1,0,north,9.408516621903908,16755,1.896,136.494,10.8,5.7,3.4,14.7,30,41,7.8,902,1.1,1.6,17354.94,15677.5,3470988,200
2022-02-22,Tuesday,1,0,south,9.497800661703888,1209,3.659,31.995,10.8,5.7,3.4,14.7,30,41,7.8,902,1.1,1.6,14832.695945945949,15752.5,2195239,148
2022-02-23,Wednesday,2,0,north,8.817067007534984,14864,1.669,168.589,11.9,3.3,1.6,14.6,24,37,5.7,795,1.4,1.9,15584.71,12768.0,3116942,200
2022-02-23,Wednesday,2,0,south,9.788127423822717,361,2.035,118.283,11.9,3.3,1.6,14.6,24,37,5.7,795,1.4,1.9,13761.513513513511,13517.5,2036704,148
2022-02-24,Thursday,3,0,north,7.7748996996997,3330,1.744,200.937,6.4,0.3,0.8,12.2,24,38,6.8,892,0.9,1.4,17763.35,15902.5,3552670,200
2022-02-24,Thursday,3,0,south,8.11723444620106,10753,1.01,105.025,6.4,0.3,0.8,12.2,24,38,6.8,892,0.9,1.4,15508.054054054051,16172.0,2295192,148
2022-02-25,Friday,4,0,south,12.778312093275488,7376,2.628,292.547,10.6,2.1,0.0,9.7,15,25,6.0,839,1.1,1.5,16246.918918918918,16525.5,2404544,148
