date,location_label,mean_daily_site_volume,median_daily_site_volume,total_daily_site_volume,n_sites
2022-01-03,south,9207.70945945946,9511.0,1362741,148
2022-01-04,north,14212.713567839195,13041.0,2828330,199
2022-01-04,south,11678.5,12478.5,1728418,148
2022-01-05,north,14690.291457286432,13392.0,2923368,199
2022-01-05,south,12117.216216216217,12889.5,1793348,148
2022-01-06,north,15172.814070351758,13719.0,3019390,199
2022-01-06,south,12678.682432432432,13035.5,1876445,148
2022-01-07,north,15840.522613065326,14387.0,3152264,199
2022-01-07,south,13312.45945945946,13440.0,1970244,148
2022-01-08,north,14008.788944723618,13060.0,2787749,199
2022-01-08,south,11894.29054054054,12373.5,1760355,148
2022-01-09,north,12542.824120603014,11470.0,2496022,199
2022-01-09,south,10375.351351351352,10402.5,1535552,148
2022-01-10,north,15690.819095477387,14054.0,3122473,199
2022-01-10,south,12656.925675675677,13320.0,1873225,148
2022-01-11,north,16039.40703517588,14805.0,3191842,199
2022-01-11,south,13120.066666666668,13891.0,1968010,150
2022-01-12,north,16551.30150753769,15136.0,3293709,199
2022-01-12,south,13657.402684563758,15095.0,2034953,149
2022-01-13,north,16614.54,15414.0,3322908,200
2022-01-13,south,14030.543624161071,15229.0,2090551,149
2022-01-14,north,17209.93,15716.5,3441986,200
2022-01-14,south,14458.12,15321.5,2168718,150
2022-01-15,north,14797.765,13480.5,2959553,200
2022-01-15,south,12980.614864864863,13520.0,1921131,148
2022-01-16,north,13199.55,11991.5,2639910,200
2022-01-16,south,11217.79054054054,11518.0,1660233,148
2022-01-17,north,16187.865,14576.0,3237573,200
2022-01-17,south,13336.68,14405.0,2000502,150
2022-01-18,north,16427.59,14797.0,3285518,200
2022-01-18,south,13801.346666666666,14165.5,2070202,150
2022-01-19,north,16932.94,15396.0,3386588,200
2022-01-19,south,14298.26845637584,15081.0,2130442,149
2022-01-20,north,17090.425,15408.0,3418085,200
2022-01-20,south,14568.161073825504,15377.0,2170656,149
2022-01-21,north,17398.66,15611.0,3479732,200
2022-01-21,south,14785.442953020134,15442.0,2203031,149
2022-01-22,north,15182.35,14132.5,3036470,200
2022-01-22,south,13429.758389261746,13932.0,2001034,149
2022-01-23,north,13681.705,12405.0,2736341,200
2022-01-23,south,11636.006711409396,11859.0,1733765,149
2022-01-24,north,16515.795,15218.5,3303159,200
2022-01-24,south,13832.127516778524,14723.0,2060987,149
2022-01-25,north,17084.715,15798.0,3416943,200
2022-01-25,south,14399.393333333332,15101.5,2159909,150
2022-01-26,north,17410.675,16225.5,3482135,200
2022-01-26,south,14955.78523489933,15797.0,2228412,149
2022-01-27,north,17838.87,16376.0,3567774,200
2022-01-27,south,15348.16,16005.5,2302224,150
2022-01-28,north,18237.835,16770.5,3647567,200
2022-01-28,south,15993.8,16473.0,2399070,150
2022-01-29,north,16179.605,15183.5,3235921,200
2022-01-29,south,13965.826666666666,14262.0,2094874,150
2022-01-30,north,14217.565,12802.0,2843513,200
2022-01-30,south,11781.866666666669,11871.0,1767280,150
2022-01-31,north,16997.025,15597.5,3399405,200
2022-01-31,south,13996.56,14660.5,2099484,150
2022-02-01,north,17495.35175879397,15779.0,3481575,199
2022-02-01,south,14753.246666666666,15184.5,2212987,150
2022-02-02,north,17773.895,16421.0,3554779,200
2022-02-02,south,15225.818791946307,15926.0,2268647,149
2022-02-03,north,18343.38,16447.0,3668676,200
2022-02-03,south,15765.489932885906,16629.0,2349058,149
2022-02-04,north,18589.335,16702.0,3717867,200
2022-02-04,south,16364.530201342282,16417.0,2438315,149
2022-02-05,north,16096.37,14617.5,3219274,200
2022-02-05,south,15039.108108108108,15813.5,2225788,148
2022-02-06,north,14649.785,13079.5,2929957,200
2022-02-06,south,12814.445945945949,13191.0,1896538,148
2022-02-07,north,17212.765,15425.0,3442553,200
2022-02-07,south,14201.648648648648,14801.5,2101844,148
2022-02-08,north,17540.595,16073.5,3508119,200
2022-02-08,south,14810.426666666666,14715.5,2221564,150
2022-02-09,north,17384.025,15638.0,3476805,200
2022-02-09,south,14825.32,15333.0,2223798,150
2022-02-10,north,18181.195,16382.0,3636239,200
2022-02-10,south,15599.013333333334,16591.0,2339852,150
2022-02-11,north,18399.32,16456.5,3679864,200
2022-02-11,south,16168.080536912752,16119.0,2409044,149
2022-02-12,north,16063.73,14544.0,3212746,200
2022-02-12,south,14267.892617449665,14761.0,2125916,149
2022-02-13,north,14449.49,13025.0,2889898,200
2022-02-13,south,12745.69798657718,12924.0,1899109,149
2022-02-14,north,17497.465,15809.0,3499493,200
2022-02-14,south,14799.503355704695,15953.0,2205126,149
2022-02-15,north,17484.225,15585.0,3496845,200
2022-02-15,south,14977.630872483222,15849.0,2231667,149
2022-02-16,north,17753.059405940596,16182.5,3586118,202
2022-02-16,south,15491.31081081081,16175.5,2292714,148
2022-02-17,north,18283.18407960199,16643.0,3674920,201
2022-02-17,south,15859.469798657718,16782.0,2363061,149
2022-02-18,north,18104.1592039801,16481.0,3638936,201
2022-02-18,south,16200.28187919463,16569.0,2413842,149
2022-02-19,north,16290.31343283582,14988.0,3274353,201
2022-02-19,south,14740.202702702703,14987.0,2181550,148
2022-02-20,north,13684.019900497511,12098.0,2750488,201
2022-02-20,south,12223.0,12151.5,1809004,148
2022-02-21,north,16802.114427860695,14952.0,3377225,201
2022-02-21,south,13960.513513513511,14688.0,2066156,148
2022-02-22,north,17354.94,15677.5,3470988,200
2022-02-22,south,14832.695945945949,15752.5,2195239,148
2022-02-23,north,15584.71,12768.0,3116942,200
2022-02-23,south,13761.513513513511,13517.5,2036704,148
2022-02-24,north,17763.35,15902.5,3552670,200
2022-02-24,south,15508.054054054051,16172.0,2295192,148
2022-02-25,north,18340.955,16331.0,3668191,200
2022-02-25,south,16246.918918918918,16525.5,2404544,148
2022-02-26,north,16318.295,14642.5,3263659,200
2022-02-26,south,14754.216216216217,15486.5,2183624,148
2022-02-27,north,14872.685,12929.5,2974537,200
2022-02-27,south,13606.283783783783,13987.5,2013730,148
2022-02-28,north,17672.34,15767.5,3534468,200
2022-02-28,south,14939.77027027027,15712.5,2211086,148
2022-03-01,north,17779.515,16058.5,3555903,200
2022-03-01,south,15188.51677852349,15924.0,2263089,149
2022-03-02,north,17830.835,15930.5,3566167,200
2022-03-02,south,15627.412162162162,16145.0,2312857,148
2022-03-03,north,18518.855,16453.0,3703771,200
2022-03-03,south,16133.121621621622,17307.0,2387702,148
2022-03-04,north,18974.435,16528.0,3794887,200
2022-03-04,south,16751.175675675677,17392.0,2479174,148
2022-03-05,north,16817.995,15343.0,3363599,200
2022-03-05,south,15076.972972972972,15962.0,2231392,148
2022-03-06,north,14867.32,13540.5,2973464,200
2022-03-06,south,12838.418918918918,13122.5,1900086,148
2022-03-07,north,17358.705,15370.0,3471741,200
2022-03-07,south,14398.425675675677,15463.0,2130967,148
2022-03-08,north,17675.54,15846.5,3535108,200
2022-03-08,south,15106.506666666666,15632.0,2265976,150
2022-03-09,north,17847.73,16136.0,3569546,200
2022-03-09,south,15377.366666666669,15925.5,2306605,150
2022-03-10,north,18380.25,16780.5,3676050,200
2022-03-10,south,15707.206666666669,16507.5,2356081,150
2022-03-11,north,18943.355,16896.0,3788671,200
2022-03-11,south,16259.960264900665,16960.0,2455254,151
2022-03-12,north,16489.41,15063.0,3297882,200
2022-03-12,south,14541.326666666666,14305.5,2181199,150
2022-03-13,north,14655.465,13103.5,2931093,200
2022-03-13,south,12323.08,12107.5,1848462,150
2022-03-14,north,17444.905472636816,15840.0,3506426,201
2022-03-14,south,14288.953333333331,15060.0,2143343,150
2022-03-15,north,17759.890547263683,15996.0,3569738,201
2022-03-15,south,14787.08,15857.0,2218062,150
2022-03-16,north,18729.99502487562,16875.0,3764729,201
2022-03-16,south,15854.885906040268,16423.0,2362378,149
2022-03-17,north,13282.333333333334,11900.0,2669749,201
2022-03-17,south,10958.48322147651,11198.0,1632814,149
2022-03-18,north,14819.288557213931,13425.0,2978677,201
2022-03-18,south,12332.557046979866,12637.0,1837551,149
2022-03-19,north,15312.084577114429,13642.0,3077729,201
2022-03-19,south,13234.187919463087,13843.0,1971894,149
2022-03-20,north,14797.189054726368,13274.0,2974235,201
2022-03-20,south,12157.194630872484,12226.0,1811422,149
2022-03-21,north,17090.87064676617,15144.0,3435265,201
2022-03-21,south,13661.874172185431,14554.0,2062943,151
2022-03-22,north,17729.6815920398,15839.0,3563666,201
2022-03-22,south,14657.778523489931,14931.0,2184009,149
2022-03-23,north,18021.457711442785,16943.0,3622313,201
2022-03-23,south,15362.837837837838,16393.0,2273700,148
2022-03-24,north,18348.910447761195,16837.0,3688131,201
2022-03-24,south,15703.120805369128,16882.0,2339765,149
2022-03-25,north,19082.268656716416,16800.0,3835536,201
2022-03-25,south,16280.154362416108,16987.0,2425743,149
2022-03-26,north,17131.7960199005,15785.0,3443491,201
2022-03-26,south,15140.31543624161,16041.0,2255907,149
2022-03-27,north,15427.273631840795,13810.0,3100882,201
2022-03-27,south,12834.574324324323,13370.5,1899517,148
2022-03-28,north,17374.13930348259,16064.0,3492202,201
2022-03-28,south,14352.736486486489,15394.0,2124205,148
2022-03-29,north,17882.8407960199,16337.0,3594451,201
2022-03-29,south,15505.587837837838,16442.5,2294827,148
2022-03-30,north,18116.825870646768,16211.0,3641482,201
2022-03-30,south,15637.429530201342,16017.0,2329977,149
2022-03-31,north,18584.412935323384,16764.0,3735467,201
2022-03-31,south,16192.72972972973,17108.0,2396524,148
2022-04-01,north,18900.85572139304,16630.0,3799072,201
2022-04-01,south,16754.324324324323,17465.0,2479640,148
2022-04-02,north,16889.99502487562,15075.0,3394889,201
2022-04-02,south,14878.06081081081,15385.0,2201953,148
2022-04-03,north,15157.034825870647,13493.0,3046564,201
2022-04-03,south,13187.378378378378,13765.5,1951732,148
2022-04-04,north,17416.830845771143,15442.0,3500783,201
2022-04-04,south,14470.771812080537,15275.0,2156145,149
2022-04-05,north,17838.99502487562,16222.0,3585638,201
2022-04-05,south,15105.724832214764,15717.0,2250753,149
2022-04-06,north,18205.43283582089,16388.0,3659292,201
2022-04-06,south,15940.859060402683,16592.0,2375188,149
2022-04-07,north,18553.646766169157,16468.0,3729283,201
2022-04-07,south,16335.604026845638,17045.0,2434005,149
2022-04-08,north,18930.567164179105,16852.0,3805044,201
2022-04-08,south,16387.053333333333,17574.0,2458058,150
2022-04-09,north,16700.18905472637,14811.0,3356738,201
2022-04-09,south,14576.26845637584,15301.0,2171864,149
2022-04-10,north,14943.651741293532,13478.0,3003674,201
2022-04-10,south,12613.456375838929,12351.0,1879405,149
2022-04-11,north,15623.268656716418,13499.0,3140277,201
2022-04-11,south,13354.0,13090.0,1989746,149
2022-04-12,north,16757.420792079207,14296.0,3384999,202
2022-04-12,south,14216.053333333331,14182.0,2132408,150
2022-04-13,north,18157.505,15920.0,3631501,200
2022-04-13,south,15308.053691275169,15848.0,2280900,149
2022-04-14,north,15352.615,10050.5,3070523,200
2022-04-14,south,14067.328859060402,12986.0,2096032,149
2022-04-15,north,21367.072580645163,20221.0,2649517,124
2022-04-15,south,16426.442477876106,16912.0,1856188,113
2022-04-16,north,18622.032258064515,16987.5,2309132,124
2022-04-16,south,14406.840707964602,15322.0,1627973,113
2022-04-17,north,15655.935483870968,13695.5,1941336,124
2022-04-17,south,11807.893805309735,12235.0,1334292,113
2022-04-18,north,16711.717741935485,15033.0,2072253,124
2022-04-18,south,11980.79646017699,12626.0,1353830,113
2022-04-19,north,20879.516129032258,19715.0,2589060,124
2022-04-19,south,15705.424778761062,16940.0,1774713,113
2022-04-20,north,15873.74358974359,12434.0,3095380,195
2022-04-20,south,13678.081632653062,13372.0,2010678,147
2022-04-21,north,17952.582089552237,15787.0,3608469,201
2022-04-21,south,15153.161073825504,16201.0,2257821,149
2022-04-22,north,18160.099502487563,15603.0,3650180,201
2022-04-22,south,15643.053691275169,16038.0,2330815,149
2022-04-23,north,16726.97512437811,14552.0,3362122,201
2022-04-23,south,14328.691275167785,14778.0,2134975,149
2022-04-24,north,15686.393034825873,13864.0,3152965,201
2022-04-24,south,13251.148648648648,13970.0,1961170,148
2022-04-25,north,17774.10447761194,15640.0,3572595,201
2022-04-25,south,14792.6644295302,15242.0,2204107,149
2022-04-26,north,17848.895,15766.0,3569779,200
2022-04-26,south,15192.106666666668,15404.0,2278816,150
2022-04-27,north,18407.174129353232,16484.0,3699842,201
2022-04-27,south,15840.114864864863,16151.5,2344337,148
2022-04-28,north,18820.44278606965,16363.0,3782909,201
2022-04-28,south,16123.369127516778,16891.0,2402382,149
2022-04-29,north,18940.228855721394,16761.0,3806986,201
2022-04-29,south,16401.135135135137,16638.0,2427368,148
2022-04-30,north,16393.597014925374,14390.0,3295113,201
2022-04-30,south,14277.844594594597,14716.5,2113121,148
2022-05-01,north,13820.467661691542,11710.0,2777914,201
2022-05-01,south,12033.993243243243,11466.5,1781031,148
2022-05-02,north,13889.325,12160.0,2777865,200
2022-05-02,south,11341.878378378378,11462.5,1678598,148
2022-05-03,north,17381.781094527363,15315.0,3493738,201
2022-05-03,south,14904.25,15986.5,2205829,148
2022-05-04,north,18067.695,16067.5,3613539,200
2022-05-04,south,15768.121621621622,16431.0,2333682,148
2022-05-05,north,18105.085,15960.5,3621017,200
2022-05-05,south,16284.510204081633,16986.0,2393823,147
2022-05-06,north,19008.592039800995,16591.0,3820727,201
2022-05-06,south,16702.13422818792,17686.0,2488618,149
2022-05-07,north,17122.577114427862,15177.0,3441638,201
2022-05-07,south,15154.791946308726,15039.0,2258064,149
2022-05-08,north,15528.189054726368,13723.0,3121166,201
2022-05-08,south,13120.107382550335,12762.0,1954896,149
2022-05-09,north,17452.48258706468,15347.0,3507949,201
2022-05-09,south,15023.3355704698,15119.0,2238477,149
2022-05-10,north,17811.50248756219,16007.0,3580112,201
2022-05-10,south,15681.832214765102,15958.0,2336593,149
2022-05-11,north,18401.42786069652,16419.0,3698687,201
2022-05-11,south,16294.644295302014,16730.0,2427902,149
2022-05-12,north,18445.2315270936,16142.0,3744382,203
2022-05-12,south,16283.596026490066,17222.0,2458823,151
2022-05-13,north,18901.366336633662,16664.5,3818076,202
2022-05-13,south,16584.94,17045.5,2487741,150
2022-05-14,north,16689.330049261083,14864.0,3387934,203
2022-05-14,south,14887.906666666666,15531.5,2233186,150
2022-05-15,north,15439.906403940886,13300.0,3134301,203
2022-05-15,south,12980.746666666666,13291.0,1947112,150
2022-05-16,north,17574.86699507389,15614.0,3567698,203
2022-05-16,south,14922.206666666669,15414.5,2238331,150
2022-05-17,north,17754.63054187192,15795.0,3604190,203
2022-05-17,south,15551.16,15807.0,2332674,150
2022-05-18,north,17977.441176470587,16152.0,3667398,204
2022-05-18,south,15861.86,16305.0,2379279,150
2022-05-19,north,18619.147783251232,16493.0,3779687,203
2022-05-19,south,16320.96,16904.0,2448144,150
2022-05-20,north,18939.678217821784,17102.0,3825815,202
2022-05-20,south,16743.246666666666,17606.5,2511487,150
2022-05-21,north,16870.143564356436,15074.5,3407769,202
2022-05-21,south,15313.040268456376,15177.0,2281643,149
2022-05-22,north,14547.0099009901,13133.5,2938496,202
2022-05-22,south,12716.346666666666,13005.0,1907452,150
2022-05-23,north,17362.727722772277,15642.5,3507271,202
2022-05-23,south,14753.126666666669,15480.0,2212969,150
2022-05-24,north,17938.45812807882,15877.0,3641507,203
2022-05-24,south,15393.861842105263,16240.5,2339867,152
2022-05-25,north,18510.33333333333,17026.5,3776108,204
2022-05-25,south,16041.17880794702,16769.0,2422218,151
2022-05-26,north,19013.50980392157,16731.0,3878756,204
2022-05-26,south,16613.72,17703.5,2492058,150
2022-05-27,north,19228.186274509804,16843.0,3922550,204
2022-05-27,south,16341.286666666669,16627.5,2451193,150
2022-05-28,north,16795.460784313724,14713.0,3426274,204
2022-05-28,south,14117.433333333332,14310.5,2117615,150
2022-05-29,north,15179.356435643564,13884.0,3066230,202
2022-05-29,south,12664.402684563758,12994.0,1886996,149
2022-05-30,north,17454.99019607843,15090.0,3560818,204
2022-05-30,south,14564.913333333334,15367.0,2184737,150
2022-05-31,north,18093.014705882357,15920.0,3690975,204
2022-05-31,south,15534.4,16134.5,2330160,150
2022-06-01,north,17797.565853658536,15290.0,3648501,205
2022-06-01,south,15580.34,16421.5,2337051,150
2022-06-02,north,18576.28292682927,16184.0,3808138,205
2022-06-02,south,16294.443708609271,17188.0,2460461,151
2022-06-03,north,18524.585365853654,16111.0,3797540,205
2022-06-03,south,16200.96,16514.5,2430144,150
2022-06-04,north,16291.814634146342,14364.0,3339822,205
2022-06-04,south,13573.24,14055.5,2035986,150
2022-06-05,north,13660.60487804878,11725.0,2800424,205
2022-06-05,south,11272.22,10969.0,1690833,150
2022-06-06,north,13739.47549019608,12454.0,2802853,204
2022-06-06,south,11144.275167785236,10696.0,1660497,149
2022-06-07,north,17123.70731707317,15226.0,3510360,205
2022-06-07,south,14555.94,15105.5,2183391,150
2022-06-08,north,17501.48780487805,15201.0,3587805,205
2022-06-08,south,15230.735099337748,15840.0,2299841,151
2022-06-09,north,18132.517073170733,15971.0,3717166,205
2022-06-09,south,15565.529801324505,16442.0,2350395,151
2022-06-10,north,18563.635922330097,16593.5,3824109,206
2022-06-10,south,16045.152317880797,15996.0,2422818,151
2022-06-11,north,16573.063106796115,15127.0,3414051,206
2022-06-11,south,14146.166666666666,13943.0,2121925,150
2022-06-12,north,14498.31067961165,13157.5,2986652,206
2022-06-12,south,11995.993333333334,11169.0,1799399,150
2022-06-13,north,17180.796116504855,15253.5,3539244,206
2022-06-13,south,14318.940397350992,15030.0,2162160,151
2022-06-14,north,17401.97572815534,15008.5,3584807,206
2022-06-14,south,14832.26845637584,15535.0,2210008,149
2022-06-15,north,18266.18446601942,16435.0,3762834,206
2022-06-15,south,15700.686666666666,16383.0,2355103,150
2022-06-16,north,18026.71497584541,15111.0,3731530,207
2022-06-16,south,15794.825503355703,15705.0,2353429,149
2022-06-17,north,18246.47804878049,15494.0,3740528,205
2022-06-17,south,15707.21476510067,15611.0,2340375,149
2022-06-18,north,15882.696078431372,13843.0,3240070,204
2022-06-18,south,13386.95945945946,12462.5,1981270,148
2022-06-19,north,14780.541463414636,12752.0,3030011,205
2022-06-19,south,11921.0,11836.0,1776229,149
2022-06-20,north,17245.23786407767,15388.5,3552519,206
2022-06-20,south,14273.41610738255,14785.0,2126739,149
2022-06-21,north,17534.81951219512,15194.0,3594638,205
2022-06-21,south,14735.389261744966,15493.0,2195573,149
2022-06-22,north,17884.64563106796,15659.5,3684237,206
2022-06-22,south,15684.324324324323,16183.5,2321280,148
2022-06-23,north,18433.741463414637,16007.0,3778917,205
2022-06-23,south,16321.287671232876,17033.0,2382908,146
2022-06-24,north,18697.073170731703,15772.0,3832900,205
2022-06-24,south,15892.403973509934,15928.0,2399753,151
2022-06-25,north,16594.146341463416,14373.0,3401800,205
2022-06-25,south,13981.54,13249.5,2097231,150
2022-06-26,north,14814.048780487805,12904.0,3036880,205
2022-06-26,south,12464.986577181207,12524.0,1857283,149
2022-06-27,north,17074.024390243903,14718.0,3500175,205
2022-06-27,south,14332.826666666666,14793.5,2149924,150
2022-06-28,north,17557.663414634146,15416.0,3599321,205
2022-06-28,south,15052.26,15096.5,2257839,150
2022-06-29,north,18008.11219512195,15954.0,3691663,205
2022-06-29,south,15347.51677852349,15684.0,2286780,149
2022-06-30,north,18486.1213592233,16125.5,3808141,206
2022-06-30,south,15741.526666666668,15871.5,2361229,150
2022-07-01,north,18466.419512195123,15763.0,3785616,205
2022-07-01,south,15655.94,16444.0,2348391,150
2022-07-02,north,16213.60487804878,14131.0,3323789,205
2022-07-02,south,13547.973333333332,13700.0,2032196,150
2022-07-03,north,14611.90243902439,12758.0,2995440,205
2022-07-03,south,12041.613333333333,12034.0,1806242,150
2022-07-04,north,16498.419512195123,13991.0,3382176,205
2022-07-04,south,13517.761589403974,14011.0,2041182,151
2022-07-05,north,16717.61650485437,14804.0,3443829,206
2022-07-05,south,13876.350993377484,14526.0,2095329,151
2022-07-06,north,16920.663414634146,15379.0,3468736,205
2022-07-06,south,14274.834437086092,14873.0,2155500,151
2022-07-07,north,17480.50731707317,15572.0,3583504,205
2022-07-07,south,14779.523178807947,15034.0,2231708,151
2022-07-08,north,18026.004901960783,15354.5,3677305,204
2022-07-08,south,15301.226666666667,15684.5,2295184,150
2022-07-09,north,16068.519607843138,13893.0,3277978,204
2022-07-09,south,13242.814569536424,13004.0,1999665,151
2022-07-10,north,14496.990196078432,12727.0,2957386,204
2022-07-10,south,11560.30463576159,11376.0,1745606,151
2022-07-11,north,16454.946341463416,14864.0,3373264,205
2022-07-11,south,13423.933774834435,13823.0,2027014,151
2022-07-12,north,16665.91219512195,14784.0,3416512,205
2022-07-12,south,14052.413333333334,14953.5,2107862,150
2022-07-13,north,17025.00487804878,14726.0,3490126,205
2022-07-13,south,14365.313333333334,14666.5,2154797,150
2022-07-14,north,17291.239024390245,15053.0,3544704,205
2022-07-14,south,14369.887417218542,13664.0,2169853,151
2022-07-15,north,17291.614634146343,15023.0,3544781,205
2022-07-15,south,14621.174496644297,14301.0,2178555,149
2022-07-16,north,15045.101941747573,13116.5,3099291,206
2022-07-16,south,12622.986394557824,12802.0,1855579,147
2022-07-17,north,14208.04854368932,12575.0,2926858,206
2022-07-17,south,11380.75167785235,11529.0,1695732,149
2022-07-18,north,16352.713592233007,14594.0,3368659,206
2022-07-18,south,13469.651006711409,14089.0,2006978,149
2022-07-19,north,16647.441747572815,14407.5,3429373,206
2022-07-19,south,13860.926666666666,14343.5,2079139,150
2022-07-20,north,16770.70873786408,14729.5,3454766,206
2022-07-20,south,14476.496644295305,15157.0,2156998,149
2022-07-21,north,16882.271844660194,14150.5,3477748,206
2022-07-21,south,14765.353333333333,15259.0,2214803,150
2022-07-22,north,17527.296116504855,15170.0,3610623,206
2022-07-22,south,14986.442953020134,15203.0,2232980,149
2022-07-23,north,15362.300970873786,13570.0,3164634,206
2022-07-23,south,13185.496644295305,13529.0,1964639,149
2022-07-24,north,14140.414634146342,12373.0,2898785,205
2022-07-24,south,11925.02,12048.0,1788753,150
2022-07-25,north,16555.30243902439,14761.0,3393837,205
2022-07-25,south,13894.429530201342,14277.0,2070270,149
2022-07-26,north,16726.853658536584,14868.0,3429005,205
2022-07-26,south,14169.266666666666,15176.0,2125390,150
2022-07-27,north,17028.88780487805,15150.0,3490922,205
2022-07-27,south,14658.395973154362,15256.0,2184101,149
2022-07-28,north,17093.2,14351.0,3504106,205
2022-07-28,south,14675.42,15422.0,2201313,150
2022-07-29,north,17389.078048780488,15008.0,3564761,205
2022-07-29,south,14556.96,14914.0,2183544,150
2022-07-30,north,14874.273170731709,13011.0,3049226,205
2022-07-30,south,12257.47972972973,11978.5,1814107,148
2022-07-31,north,13149.575609756095,11026.0,2695663,205
2022-07-31,south,10447.355704697986,10457.0,1556656,149
2022-08-01,north,12977.175609756096,11591.0,2660321,205
2022-08-01,south,10097.348993288591,9643.0,1504505,149
2022-08-02,north,16489.4243902439,14478.0,3380332,205
2022-08-02,south,13348.846666666666,14076.0,2002327,150
2022-08-03,north,16709.18446601942,14813.0,3442092,206
2022-08-03,south,13843.5,13855.0,2076525,150
2022-08-04,north,17109.422330097088,15037.0,3524541,206
2022-08-04,south,14455.81081081081,15010.0,2139460,148
2022-08-05,north,17144.83009708738,15143.0,3531835,206
2022-08-05,south,14408.852348993289,14508.0,2146919,149
2022-08-06,north,15231.985436893205,13406.5,3137789,206
2022-08-06,south,12753.45945945946,12990.0,1887512,148
2022-08-07,north,13979.509708737864,12074.5,2879779,206
2022-08-07,south,11369.884353741496,10803.0,1671373,147
2022-08-08,north,16050.42718446602,13898.0,3306388,206
2022-08-08,south,12750.258278145697,12193.0,1925289,151
2022-08-09,north,16292.125,14514.0,3388762,208
2022-08-09,south,13856.711409395974,13959.0,2064650,149
2022-08-10,north,16886.528846153848,15170.0,3512398,208
2022-08-10,south,14365.236842105263,14848.5,2183516,152
2022-08-11,north,17017.072463768116,14890.0,3522534,207
2022-08-11,south,14372.824675324677,14042.5,2213415,154
2022-08-12,north,17070.77073170732,14441.0,3499508,205
2022-08-12,south,14519.45751633987,14018.0,2221477,153
2022-08-13,north,15117.029268292685,13503.0,3098991,205
2022-08-13,south,12534.649006622516,12202.0,1892732,151
2022-08-14,north,13654.883495145632,11990.0,2812906,206
2022-08-14,south,11060.763157894737,10406.5,1681236,152
2022-08-15,north,16165.410628019325,13735.0,3346240,207
2022-08-15,south,13143.402597402595,13005.0,2024084,154
2022-08-16,north,16757.512077294687,14608.0,3468805,207
2022-08-16,south,14083.14935064935,14282.0,2168805,154
2022-08-17,north,17094.16990291262,15089.5,3521399,206
2022-08-17,south,14637.070967741936,14880.0,2268746,155
2022-08-18,north,17049.18048780488,14692.0,3495082,205
2022-08-18,south,15011.246753246753,14742.5,2311732,154
2022-08-19,north,17969.276699029127,15289.0,3701671,206
2022-08-19,south,15578.564935064936,15973.5,2399099,154
2022-08-20,north,16024.514563106795,14390.0,3301050,206
2022-08-20,south,13958.230263157897,14094.0,2121651,152
2022-08-21,north,14118.805825242718,12397.5,2908474,206
2022-08-21,south,12232.671052631578,11715.5,1859366,152
2022-08-22,north,16543.101941747573,14298.0,3407879,206
2022-08-22,south,13530.1045751634,13850.0,2070106,153
2022-08-23,north,16947.218446601943,14692.0,3491127,206
2022-08-23,south,14409.699346405228,14552.0,2204684,153
2022-08-24,north,17469.271844660194,15590.5,3598670,206
2022-08-24,south,15040.843137254902,15494.0,2301249,153
2022-08-25,north,18002.78640776699,15467.0,3708574,206
2022-08-25,south,15259.675324675323,15175.0,2349990,154
2022-08-26,north,18025.922330097088,15597.5,3713340,206
2022-08-26,south,15584.837662337664,15535.0,2400065,154
2022-08-27,north,16001.563106796117,13889.5,3296322,206
2022-08-27,south,13759.56862745098,14070.0,2105214,153
2022-08-28,north,14648.495145631068,12511.0,3017590,206
2022-08-28,south,12032.562091503269,11389.0,1840982,153
2022-08-29,north,17350.864077669903,15041.5,3574278,206
2022-08-29,south,13898.227272727272,13723.0,2140327,154
2022-08-30,north,17368.3961352657,15361.0,3595258,207
2022-08-30,south,14682.444444444443,14995.0,2246414,153
2022-08-31,north,17670.671497584543,15239.0,3657829,207
2022-08-31,south,15139.392156862745,15578.0,2316327,153
